,id_descuento,ROP,Incremento Demanda Total (kg),Incremento Rentabilidad Total ($),Costo Promoción ($)
845,3985,2.268654386765886,141.6931506849315,901756.0889236382,397485.0
846,3986,2.119338358627584,379.64383561643837,2416109.3089862047,1140030.0
847,3987,2.572757210270299,288.3123287671233,1834862.1420354645,713189.0
848,3988,1.9012454504416754,382.6191780821918,2435044.8268440315,1280763.0
849,3989,-1.6752608564056835,-113.4054794520548,-721729.1811132709,430816.0
850,3990,-4.993965155996193,-2710.580862533692,-9988464.666264078,2000107.0
851,3991,-4.833957968901854,-2319.4649595687333,-8547206.288335532,1768159.0
852,3992,3.527682075764549,1043.4814814814815,3845219.322450343,1090013.0
853,3993,3.325792720674658,699.9444444444445,2579288.612384745,775541.0
854,3994,0.4022281904014081,90.21428571428578,332438.783769431,826493.0
855,3995,0.09088824004885732,15.428571428571445,56854.13879192216,625539.0
856,3996,1.312188252790695,358.1428571428572,1319753.0180680333,1005765.0
857,3997,0.8431549565661276,189.64285714285722,698832.1226507035,828830.0
858,3998,-11.706128554190975,-8650.0,-31875167.628248654,2722947.0
859,3999,-5.247238854329532,-5795.166666666668,-21355133.980767515,4069785.0
860,4000,-7.201297289652952,-6627.305555555557,-24421557.862075943,3391272.0
861,4001,-4.903499510159816,-5842.805555555557,-21530682.83267004,4390881.0
862,4002,-0.9341712539667252,-250.5,-923090.1145521719,988138.0
863,4003,-0.9208986589258409,-206.5,-760950.5335529883,826313.0
864,4004,-0.07730018320874453,-23.0,-84754.78097684623,1096437.0
865,4005,-1.0178553703324944,-230.0,-847547.8097684614,832680.0
866,4006,-5.672411320210094,-1710.6904567164179,-6929444.499274195,1221604.73
867,4007,-1.87305940192386,-694.8194507462686,-2814485.1115870727,1502613.91
868,4008,-3.9883561076027605,-1387.4231701492536,-5619995.024120276,1409100.61
869,4009,3.7308009470220127,299.6968478260869,1213973.3786815384,325392.16000000003
870,4010,3.665406403253048,219.7263043478261,890039.0044446776,242821.37000000002
871,4011,3.787330545903054,309.66391304347815,1254346.6823224132,331195.46
872,4012,-7.242026361925063,-188.2621126760563,-762587.9106199361,105300.35000000003
873,4013,,-26.56,-107585.82604943593,0.0
874,4014,-1.643194262340122,-26.897837837837834,-108954.29603642909,66306.40000000002
875,4015,-14.575416173961164,-3127.6533333333327,-12669095.1605022,869209.8400000002
876,4016,-1.1639057670894761,-7.590000000000003,-30744.594115783853,26415.02
877,4017,-1.2883685762347403,-1524.5670731707314,-4129624.5461967043,3205313.0
878,4018,-0.8242854036194999,-1347.8252032520322,-3650880.3982996936,4429146.0
879,4019,0.5584066932415934,1028.4329268292686,2785736.313928282,4988723.0
880,4020,1.6687709240481852,8228.432926829268,22288516.648005802,13356247.0
881,4021,-2.181236826834864,-3288.825203252032,-8908504.93002809,4084153.0
882,4022,3.26705613003581,1408.7596153846155,3815934.628106346,1168004.0
883,4023,3.3201211935156123,1966.326923076923,5326228.06190997,1604227.0
884,4024,3.499200104872492,2449.7596153846152,6635711.618075055,1896351.0
885,4025,2.658657341136405,2809.7596153846152,7610850.63477893,2862667.0
886,4026,1.9234690006320776,634.3269230769231,1718213.700105628,893289.0
887,4027,-7.139211936492177,-11076.220911528151,-34495968.150833264,4831901.4
888,4028,5.320527555844525,2616.0000000000005,8147314.26931512,1531298.1999999997
889,4029,-3.103164836877091,-242.6487915407855,-1136301.384143469,366175.0
890,4030,0.08123204589093115,1.3846153846153868,6484.023135060015,79821.0
891,4031,-2.3119282195624016,-3604.2804878048773,-13191143.411146779,5705689.0
892,4032,2.4140180965338036,492.12765957446805,1801115.7999505466,746107.0
893,4033,-0.6069604967329064,-321.7777777777778,-1177659.9594699955,1940258.0
894,4034,0.47455042204312187,848.9230769230771,3106935.2373140096,6547113.0
895,4035,-1.8585565520327294,-682.0,-2496021.005257883,1342989.0
896,4036,-2.038129903598923,-5710.595301829266,-17193370.804061674,8435856.209999999
897,4037,4.1929696896379856,3064.237355932203,9225757.790142035,2200292.0300000003
898,4038,0.9555259765577984,506.81818181818176,1552729.7119064224,1625000.0
899,4039,,-4267.636363636364,-13074680.465602705,0.0
900,4040,1.1122697521659572,112.45945945945945,344540.01524018345,309763.0
901,4041,,-728.2162162162163,-2231022.8720575594,0.0
902,4042,-15.326214107362523,-284.75,-872383.4332051822,56921.0
903,4043,-44.87774640669043,-11628.0,-35624493.63058774,793812.0
904,4044,,-82.5,-252753.76027893779,0.0
905,4045,0.7733531471034794,332.267361111111,1603162.4273135206,2073001.7500000005
906,4046,1.5056817922536234,2920.85625,14092888.870953504,9359805.600000001
907,4047,-0.7717846381956305,-521.8236111111114,-2517755.593630653,3262251.5
908,4048,-0.23661636436929284,-15.075806451612863,-72739.51429913187,307415.39999999985
909,4049,0.16531431843082328,30.65483870967745,147907.05132869445,894702.0
910,4050,-5.880942144886348,-366.51612903225805,-1768409.8886631853,300701.79999999993
911,4051,-8.56054382861067,-97.30909090909091,-302872.04065624555,35380.0
912,4052,1.0532977162549042,36.71428571428572,114272.26923649457,108490.0
913,4053,-14.254313850245703,-95.44565217391305,-252173.06632469673,17691.0
914,4054,0.7300295338595741,26.595744680851055,70267.53272258559,96253.0
915,4055,-13.492654314458212,-106.0301886792453,-358014.0895798342,26534.0
916,4056,0.5645795373249864,26.42105263157893,89211.4710108704,158014.0
917,4057,-6.988257898474238,-2578.1422050561805,-8164444.597108538,1168309.0
918,4058,3.3190910593675773,721.125,2283654.1361230304,688036.0
919,4059,-5.310632239068571,-1357.678019662921,-3898561.6798614333,734105.0
920,4060,2.907831295640238,442.7611940298508,1271385.26173019,437228.0
921,4061,-7.320610180873016,-2474.45,-8423357.616079004,1150636.0
922,4062,3.5798853981904135,583.0,1984609.707278005,554378.0
923,4063,-362.3541850593229,-43147.734410810815,-136592308.89159226,376958.00000000006
924,4064,-1.911034484808124,-13283.884410810817,-42052646.96973416,22005174.32
925,4065,-1.7942408114386506,-12708.181410810816,-40230150.30612919,22421823.23
926,4066,-1.307836808392045,-2607.0600324324314,-8253141.308844991,6310528.390000001
927,4067,-76.40961570017794,-2358.677463235294,-7466839.337760224,97721.19999999994
928,4068,3.075864836426222,5925.122536764705,18757095.333365176,6098153.3100000005
929,4069,2.9744486039828617,5315.035536764706,16825749.618632462,5656762.6
930,4070,3.1240803545520377,1619.9412132352938,5128230.105379894,1641516.71
931,4071,-0.9852517609215306,-63.37689655172409,-200631.54528490372,203634.80000000005
932,4072,-5.802795133393608,-5540.071666666666,-17538144.02327669,3022361.4
933,4073,0.13199607100086513,35.32299999999998,111821.63311380771,847158.8
934,4074,-244.84935812285377,-13173.137986301368,-45355993.03842069,185240.40000000005
935,4075,-1.4355866832409696,-3114.8979863013665,-10724801.602244698,7470675.04
936,4076,-1.4618005802204916,-3158.2029863013668,-10873903.6066852,7438705.220000001
937,4077,-0.35970482648247554,-244.8905890410956,-843174.6379088275,2344073.74
938,4078,-119.02542454897093,-1153.8293953488376,-3972711.5951710027,33377.0
939,4079,3.201232982039124,2478.515604651162,8533694.60086694,2665752.4299999997
940,4080,3.24998938057263,2601.2506046511626,8956279.395117134,2755787.2800000003
941,4081,3.3280762303051494,727.1071937984493,2503478.583037869,752229.9400000001
942,4082,-1.049494789769821,-31.37700000000001,-108033.1045682838,102938.20000000001
943,4083,-14.190582215241506,-5839.5549999999985,-20105977.497760907,1416853.6000000003
944,4084,-1.0242570057149332,-83.60833333333343,-287869.0702673911,281051.6
945,4085,3.226951427514278,24334.150375939847,49411325.50640711,15312076.0
946,4086,2.7638345333620746,10930.15037593985,22194044.57176093,8030164.0
947,4087,2.5953830899978585,8746.15037593985,17759357.794584915,6842673.0
948,4088,,-3850.8496240601507,-7819282.009483869,0.0
949,4089,,-3850.8496240601507,-7819282.009483869,0.0
950,4090,3.1858289279852037,5065.150375939849,10284961.262174249,3228347.0
951,4091,,-4563.9699248120305,-9267297.196425326,0.0
952,4092,3.256368270028902,3940.5,8001320.167336117,2457130.0
953,4093,2.84424244723058,1852.5,3761564.6770689394,1322519.0
954,4094,2.6329230770706746,1384.5,2811274.653388365,1067739.0
955,4095,,-580.5,-1178725.125526866,0.0
956,4096,,-580.5,-1178725.125526866,0.0
957,4097,2.2349495033228366,385.5,782770.9489932936,350241.0
958,4098,,-688.0,-1397007.5561799894,0.0
959,4099,-7.366077093445976,-3483.238524999999,-14095379.509680996,1913553.08
960,4100,4.334658037843973,2462.5885677966103,9965186.188130777,2298955.558
961,4101,-1.0559573438938405,-37.75221238938059,-259416.61829146234,245669.60000000006
962,4102,1.720564633364563,87.30000000000007,599887.2474879152,348657.20000000007
963,4103,-152.93228868513694,-108.9081081081081,-379608.526974247,2482.2000000000007
964,4104,-23.591103495801345,-100.79999999999997,-351347.0225836687,14893.200000000004
965,4105,-3.600019520377987,-17467.005586592175,-43252736.929221034,12014584.0
966,4106,-2.7386595393660658,-14710.005586592175,-36425705.52291072,13300560.0
967,4107,-3.052868921021057,-11690.0782122905,-28947599.237407,9482097.0
968,4108,-508.10324876524726,-42973.005586592175,-106412063.38890573,209430.0
969,4109,-0.6431119344762798,-6646.005586592175,-16457195.81653193,25589940.0
970,4110,-0.35362490891199155,-3925.005586592175,-9719309.542839397,27484799.0
971,4111,-0.13404853968092278,-2077.005586592175,-5143192.735127581,38368137.0
972,4112,,-51286.5251396648,-126998446.80776742,0.0
973,4113,4.086198480930361,5478.938388625593,13567241.36829384,3320260.0
974,4114,4.233350238046303,6492.938388625593,16078162.603694148,3797976.0
975,4115,4.119300609003477,4230.028436018957,10474623.497383785,2542816.0
976,4116,-34.64157408630691,-1478.0616113744074,-3660055.5100887567,105655.0
977,4117,2.8324080617119103,6576.938388625593,16286167.913135596,5749937.0
978,4118,2.872521997843216,7053.938388625593,17467340.920320947,6080838.0
979,4119,2.1934635561403164,7809.938388625593,19339388.705293957,8816827.0
980,4120,,-1929.5545023696682,-4778066.4446373535,0.0
981,4121,,-186.0,-460583.18519177276,0.0
982,4122,0.04826033126193045,3.0,7428.761051480216,153931.0
983,4123,-0.4343470123565351,-21.0,-52001.32736036145,119723.0
984,4124,,-771.3529411764706,-1910065.5621188222,0.0
985,4125,1.2172693144136089,656.6470588235294,1626024.6983857555,1335797.0
986,4126,1.4321959594149036,821.2941176470588,2033732.5843287574,1420010.0
987,4127,,-531.4285714285714,-1315951.9576907791,0.0
988,4128,-0.9599427153098662,-141.42857142857144,-350213.02099835256,364827.0
989,4129,-0.9730617924139416,-129.0,-319436.72521364875,328280.0
990,4130,-12.112289245416862,-5998.690999999999,-16703401.551715847,1379045.795
991,4131,-1.0483591951985871,-1459.5019999999995,-4063994.623415737,3876528.81
992,4132,-1.5996154724624478,-174.82946808510644,-486814.0080058171,304331.895
993,4133,1.676498294639493,643.7501063829786,1792527.1573206037,1069209.055
994,4134,-4.300364997083055,-16184.912305405407,-68553408.52800016,15941300.000000011
995,4135,-3.961834983512884,-19476.941421621632,-82497247.86623801,20822989.400000013
996,4136,-6.0321664880758545,-23439.337262162167,-99280517.10369341,16458517.400000012
997,4137,4.507671156352061,7228.785177865614,30618507.787272234,6792533.6000000015
998,4138,4.504544422228112,9127.803557312252,38662059.726994984,8582901.200000003
999,4139,4.32534559495026,6491.715217391305,27496547.213087548,6357075.200000001
1000,4140,2.9772198696926746,2081.1858823529415,8815147.30036555,2960865.4000000004
1001,4141,2.8209207814824575,1661.7411764705878,7038531.911003415,2495118.5999999996
1002,4142,2.934901779127241,1972.3858823529413,8354310.027533654,2846538.2
1003,4143,2.8044438307933484,1629.7411764705878,6902991.536641092,2461447.5999999996
1004,4144,2.8282907429852946,1676.1411764705883,7099525.079466462,2510182.2
1005,4145,2.837746643694251,1751.585882352941,7419081.4444336295,2614427.0
1006,4146,2.685486664241012,1471.585882352941,6233103.168763309,2321033.0
1007,4147,1.7324740392803186,1104.6964705882351,4679092.911883296,2700815.5999999996
1008,4148,-1.0422204447630503,-236.72470588235296,-1002679.8517532735,962061.1999999997
1009,4149,-2.4858787095618093,-8676.841025641024,-36751946.2780544,14784287.799999999
1010,4150,-1.2978338503123432,-5510.646153846152,-23341095.083456215,17984655.8
1011,4151,-1.7400552782816125,-6968.041025641025,-29514090.28710639,16961582.0
1012,4152,-0.14101238397882462,-798.6461538461517,-3382774.958604262,23989204.799999997
1013,4153,-2.052262150126137,-7491.446153846151,-31731044.256483957,15461496.6
1014,4154,-0.8541270712889673,-4145.641025641025,-17559429.268349573,20558333.6
1015,4155,-1.0776315497069886,-4964.841025641024,-21029262.852025017,19514334.8
1016,4156,-0.29421725356425316,-1965.251282051282,-8324090.452664511,28292325.999999996
1017,4157,-13.222940428040804,-18159.63076923077,-76917598.52322137,5816981.3999999985
1018,4158,0.6432263261964204,1073.3833333333332,4546461.838571167,7068214.800000001
1019,4159,0.6574048276013428,1067.2999999999984,4520695.048653324,6876577.199999999
1020,4160,0.19565087431256895,279.78333333333285,1185060.554385569,6057016.4
1021,4161,0.6739058542208322,1100.8999999999987,4663012.441733763,6919382.6
1022,4162,0.09784405955991807,131.29999999999836,556139.0985553956,5683933.199999999
1023,4163,0.8448873680935631,1524.5833333333321,6457581.117079903,7643126.6
1024,4164,0.03629250039565805,49.38333333333321,209169.85897685378,5763445.800000001
1025,4165,0.527491165883991,1093.2166666666662,4630468.633097815,8778286.6
1026,4166,-48.28497422407897,-4525.650000000001,-19169009.226026367,396997.39999999997
1027,4167,-0.14911072925054725,-39.559888579387234,-118026.65929879042,791537.0
1028,4168,3.495672942259989,838.1573033707865,2500636.6305915676,715352.0
1029,4169,,-30.799999999999997,-92800.76300790384,0.0
1030,4170,-21.05108543946136,-27.999999999999996,-84364.33000718532,4007.5999999999985
1031,4171,0.8064194041613166,76.76699029126213,405663.6363275212,503043.0
1032,4172,0.6640387942650763,76.46043689320388,404043.7009137054,608464.0
1033,4173,0.4940302554030235,63.65388349514561,336369.3919357458,680868.0
1034,4174,0.8946359716256587,31.049295774647888,164075.34256017418,183399.0
1035,4175,0.9367985400800748,46.09154929577465,243563.87322665914,259996.0
1036,4176,0.7696584714519408,41.13380281690141,217365.40619051422,282418.0
1037,4177,-0.6377513638026286,-284.4722222222222,-982978.6131805857,1541319.5
1038,4178,4.501349802924692,1328.4,4590215.450734031,1019742.0
1039,4179,-0.9799983863352157,-63.107954545454504,-152444.6289847608,155556.0
1040,4180,-0.5652454256756362,-29.400000000000006,-71019.13101816396,125643.0
1041,4181,0.3536938383110176,316.2654159292033,3490333.16750374,9868232.888000006
1042,4182,0.1876446984107849,198.79348672566402,2193902.5427858364,11691790.716000007
1043,4183,0.066100943964893,53.321415929203795,588459.873202273,8902442.808000006
1044,4184,0.04822770976606691,38.66941592920375,426759.10228486906,8848836.164000005
1045,4185,-0.7408709877850117,-590.8305132743358,-6520457.922330341,8801070.672000006
1046,4186,2.264101747037872,397.22983098591544,4383863.629662275,1936248.5080000008
1047,4187,2.204325583965515,450.87667605633806,4975914.967716721,2257341.204000001
1048,4188,2.2343426483163986,376.6378309859155,4156608.4921567384,1860327.2400000007
1049,4189,1.872154903288945,215.4658309859155,2377900.0120653207,1270140.6320000007
1050,4190,1.8393671024975504,259.21267605633807,2860694.072472873,1555259.9960000007
1051,4191,0.5728947194560544,33.627027027027026,229540.58145501843,400668.0
1052,4192,0.07654680007793817,12.756756756756772,87078.56811346137,1137586.0
1053,4193,2.637431172846014,59.0,402738.37752475915,152701.0
1054,4194,2.6479812895637815,201.0,1372040.913262315,518146.0
1055,4195,0.5369216024943918,373.7895161290321,1122877.9461817066,2091325.7000000016
1056,4196,1.0220894233897602,1098.6016129032269,3300241.0970318583,3228916.200000003
1057,4197,-30.078755873242475,-1713.0104838709676,-5145948.751684008,171082.5000000001
1058,4198,-0.4381981253434465,-128.90535714285738,-387236.6035820672,883702.1000000007
1059,4199,0.29054352485668167,135.1821428571427,406092.3069856019,1397698.700000001
1060,4200,-52.268730410158625,-1020.6053571428575,-3065937.3734147577,58657.200000000026
1061,4201,,-614.2366336633663,-1845190.2472283272,0.0
1062,4202,-29.279168667322637,-190.55,-572419.4591136248,19550.40000000001
1063,4203,4.1172372847052525,2076.0473529411765,8277846.69979403,2010534.2799999998
1064,4204,4.204317479821031,6330.553076923077,25241884.69084667,6003800.8100000005
1065,4205,4.134619241805422,4435.614502262442,17686175.036948718,4277582.53
1066,4206,3.018230572855005,2825.6323755656117,11266675.397249337,3732874.32
1067,4207,2.9892177213320354,1200.0795022624434,4785090.346431566,1600783.4800000002
1068,4208,,-870.246515837104,-3469943.6113168173,0.0
1069,4209,4.10630012825024,852.0162500000001,3397253.8695909143,827327.22
1070,4210,4.351238641382682,3626.8825,14461508.929761104,3323538.45
1071,4211,4.335757912403971,2786.71875,11111514.665241485,2562761.7800000003
1072,4212,3.427486222528715,1735.3174999999999,6919250.7676277645,2018753.78
1073,4213,3.1406300632746817,568.16875,2265465.5759419296,721341.1100000001
1074,4214,,-359.79999999999995,-1434634.5416285319,0.0
1075,4215,-3.8270388796615267,-18.83,-75081.06842375004,19618.58
1076,4216,-8.354254182466335,-100.9675,-402588.8356917143,48189.68000000001
1077,4217,,,,0.0
1078,4218,4.15247707323311,3234.802219730942,13335277.538035884,3211403.05
1079,4219,4.3220152467172115,11052.603497757846,45563692.9706096,10542233.28
1080,4220,4.319559093904488,8737.223071748878,36018676.46275846,8338507.63
1081,4221,3.2526671602191324,5788.625201793722,23863259.137991093,7336520.45
1082,4222,3.2374520563701834,2488.343071748879,10258044.609101342,3168554.91
1083,4223,,-1589.0037668161435,-6550572.430743606,0.0
1084,4224,4.216279556884391,969.3545714285716,3996105.902214639,947780.1099999999
1085,4225,4.481299765263143,4141.871571428572,17074616.369125307,3810192.8600000003
1086,4226,4.496880164316029,3416.6375714285714,14084882.835795308,3132145.47
1087,4227,3.5961970113829316,2180.8175714285712,8990289.235440275,2499943.4699999997
1088,4228,3.305044490526377,712.5575714285716,2937475.7191860657,888785.5299999999
1089,4229,,-428.53028571428564,-1766590.3215341333,0.0
1090,4230,-7.731544978774357,-39.9275,-164598.7166239222,21289.24
1091,4231,-12.8447800665568,-156.065,-643368.5732868928,50087.93999999999
1092,4232,,,,0.0
1093,4233,-9.476609822225734,-8379.335294117645,-22097653.54956419,2331810.0
1094,4234,-0.03696360691360856,-91.46470588235206,-241207.12582296005,6525530.0
1095,4235,-0.38478693669870556,-61.77868852459005,-162920.32814597874,423404.0
1096,4236,2.4094922966813637,1451.9262295081967,3828962.760533102,1589116.0
1097,4237,-1.8266335292463416,-116.52413793103457,-2499792.1893050275,1368524.2000000007
1098,4238,-0.08835242176868284,-1.2000000000000028,-25743.598540428207,291374.0000000002
1099,4239,-302.8729589480913,-7226.013950276244,-27706872.801704004,91480.18000000001
1100,4240,0.24066983241147163,401.85104972375666,1540826.7955947854,6402243.1899999995
1101,4241,0.37518963111005343,602.741049723757,2311103.9795907503,6159829.025
1102,4242,0.8930549807456075,2037.7437292817667,7813368.019794848,8749033.584999999
1103,4243,0.9230556263390111,2855.396049723756,10948511.266735062,11861160.86
1104,4244,,-8695.210607734807,-33340247.604050867,0.0
1105,4245,-48.90091066493572,-548.9630000000001,-2104901.5568618393,43044.219999999994
1106,4246,3.486170166114416,1825.277,6998701.91434415,2007561.76
1107,4247,3.9079941300410614,2271.3970000000004,8709270.172218004,2228578.1100000003
1108,4248,3.898205825394567,2825.6240000000003,10834355.606308948,2779318.5100000002
1109,4249,2.6499887610129504,2469.052,9467143.320720775,3572522.0649999995
1110,4250,,-712.288,-2731142.390532706,0.0
1111,4251,-1.2591064480337486,-91.90712933753943,-647713.6688666708,514423.28000000026
1112,4252,-0.14806945809210628,-11.35545741324924,-80027.36061728696,540471.7600000002
1113,4253,-0.47590732178269285,-31.91470031545746,-224918.21669444686,472609.28000000014
1114,4254,-0.1306360698342201,-45.344100946372265,-319561.65095278725,2446197.6800000006
1115,4255,0.273007235160502,276.89438485804425,1951407.6785741702,7147824.040000002
1116,4256,-1.737094826439954,-57.33945945945948,-404098.7018636932,232629.04000000004
1117,4257,-0.04309834030325088,-1.9221621621621807,-13546.399666540718,314313.7200000001
1118,4258,-0.4645637116352866,-16.429189189189188,-115784.38455141583,249232.52000000008
1119,4259,-0.44055399673351486,-57.12756756756758,-402605.3979634446,913861.6400000001
1120,4260,0.19688497986268833,79.40648648648653,559615.6366181514,2842348.039999999
1121,4261,-6.311220047346844,-149.21756097560979,-1051607.797735574,166625.12000000005
1122,4262,-0.3600753711917774,-19.855609756097564,-139932.0154530586,388618.68000000005
1123,4263,-0.49629464859583716,-28.764878048780503,-202719.90682085205,408466.84
1124,4264,-0.6459177498630249,-117.6546341463415,-829168.6976993441,1283706.32
1125,4265,0.020398977768399374,8.803902439024398,62045.327606544975,3041590.0400000005
1126,4266,-3.4680610341973495,-32.48000000000001,-228902.15499524496,66002.92000000001
1127,4267,-0.7437995825342463,-8.03764705882353,-56645.158031277664,76156.47999999998
1128,4268,-14.285118346011588,-18.71058823529412,-131862.49902362996,9230.760000000002
1129,4269,-2.4224645311494757,-47.17176470588235,-332442.07500323607,137233.00000000003
1130,4270,-0.35486321756195555,-22.465882352941186,-158327.85974316136,446165.88
1131,4271,-0.19842495635013782,-270.65403225806494,-1485419.7397598182,7486053.0
1132,4272,2.651608299919463,1080.0684931506848,5927696.870552959,2235510.0
1133,4273,0.3390008619049969,109.95482866043608,692099.7526540369,2041587.0
1134,4274,0.4556818531640668,211.71401869158876,1332612.871621564,2924437.0
1135,4275,0.5156556419757303,311.4732087227412,1960537.1891497022,3802028.0
1136,4276,1.6062798673128156,137.17149758454104,863412.3731175866,537523.0
1137,4277,1.6751980680064271,213.45652173913044,1343580.8840580788,802043.0
1138,4278,1.7230705284933494,295.74154589371983,1861515.7993167331,1080348.0
1139,4279,,-16.639240506329113,-68636.7331482227,0.0
1140,4280,,-7.384615384615385,-30461.479017826085,0.0
1141,4281,0.4450810622751433,42.64024390243901,272733.6577735264,612773.0
1142,4282,0.1202091088601552,13.364329268292664,85480.33668312979,711097.0
1143,4283,-1.358680733034291,-115.91158536585368,-741388.5982333554,545668.0
1144,4284,1.3535321450528401,48.06106870229008,307406.09959153074,227114.0
1145,4285,1.411336332690332,72.2824427480916,462329.7898716971,327583.0
1146,4286,0.6332243242799469,23.003816793893137,147136.00398968847,232360.0
1147,4287,1.975151803069027,3870.375,10140831.053454334,5134203.375
1148,4288,2.1103450072206242,676.875,1773490.9457886904,840379.625
1149,4289,-17.189511224642825,-118.85714285714286,-400137.44228723564,23278.0
1150,4290,-16.631142685493575,-92.0,-309721.77023194684,18623.0
1151,4291,-9.975739703653929,-303.5,-1021745.1876673463,102423.0
1152,4292,,-216.0,-727172.8518489186,0.0
1153,4293,-12.123735730431276,-44.0,-148127.80315440934,12218.0
1154,4294,,-84.0,-282789.4423856906,0.0
1155,4295,-11.215075577246655,-36420.36885245901,-71195396.98349471,6348187.0
1156,4296,-9.253668674963327,-34242.36885245901,-66937791.1569798,7233649.0
1157,4297,3.5243853897721755,7046.644736842105,13774947.515592076,3908468.0
1158,4298,3.6601085531824356,8201.644736842105,16032768.787228767,4380408.0
1159,4299,2.795514336299941,777.2903225806451,1519465.475809461,543537.0
1160,4300,-2.6080568204129557,-1850.666666666667,-3617726.897583525,1387135.0
1161,4301,-13.04367055815591,-1790.727272727273,-3500555.955033418,268372.0
1162,4302,0.3702399867782998,740.2872928176794,1535318.137684004,4146818.799999997
1163,4303,1.0466025603709954,6368.287292817679,13207503.467243142,12619406.799999993
1164,4304,1.2888979928241315,1879.3193370165745,3897612.579083453,3023988.3999999966
1165,4305,0.5523588210026378,1172.2872928176794,2431264.133129908,4401602.799999997
1166,4306,-110.30455146976692,-6238.9127071823195,-12939187.166519824,117304.19999999992
1167,4307,1.194291157996322,6464.287292817679,13406602.577342238,11225572.999999993
1168,4308,1.3045086776112822,7781.887292817678,16139237.863452235,12371889.99999999
1169,4309,1.1339602262920334,7348.746961325966,15240926.878576985,13440442.19999999
1170,4310,0.8564617409606905,5919.48729281768,12276715.1275299,14334224.799999993
1171,4311,2.0889952249350108,848.6399999999998,1760036.1332759536,842527.5999999994
1172,4312,1.5414874965988465,1669.4399999999996,3462333.5246231714,2246098.999999999
1173,4313,2.4797752620369145,715.6799999999997,1484283.8657887143,598555.7999999997
1174,4314,2.343152216173113,1158.2399999999998,2402130.763345518,1025170.5999999992
1175,4315,-81.93183475718409,-579.36,-1201563.129448007,14665.399999999994
1176,4316,1.788278963891843,1830.2399999999998,3795824.534039148,2122613.1999999993
1177,4317,1.713591905448785,1556.6399999999994,3228392.070256741,1883991.1999999988
1178,4318,1.7230744799575102,1992.48,4132302.0301066097,2398214.3999999985
1179,4319,1.3420877819662127,1844.6399999999999,3825689.4005540116,2850550.799999999
1180,4320,-1.0404832295029685,-183.57665369649806,-380728.62902022444,365915.19999999984
1181,4321,,-64.8,-134391.89931688565,0.0
1182,4322,-5.944988295527782,-228.54631858407083,-2285355.635699798,384417.1800000002
1183,4323,0.34109403161170937,60.00626548672557,600034.4169050405,1759146.6320000011
1184,4324,1.131078860706853,235.96168141592915,2359505.7744705193,2086066.5480000013
1185,4325,1.1520409593071823,243.8816814159291,2438702.0474487,2116853.5960000013
1186,4326,0.7330964842237397,154.25426548672567,1542470.0653453968,2104047.828000001
1187,4327,-6.077811569896575,-44.964679245283016,-449625.6328138617,73978.21200000001
1188,4328,0.6032456801029472,23.281811320754727,232807.157169823,385924.2840000001
1189,4329,1.2666629426513563,56.41132075471698,564086.6613068554,445332.8840000002
1190,4330,0.5277840968592549,15.623320754716971,156225.855469223,296003.3400000001
1191,4331,0.665425162651039,26.44981132075472,264485.6663610952,397468.6880000002
1192,4332,2.463148955050059,1965.6350847457625,21269200.484449755,8634963.16
1193,4333,2.056718003968408,1128.770847457627,12213891.399218567,5938534.779999999
1194,4334,1.6171992267828459,472.8950847457628,5116972.343251298,3164095.2199999997
1195,4335,0.6769113404640233,116.1350847457627,1256642.4052487211,1856435.74
1196,4336,0.5271069767861013,106.91084745762703,1156831.3295714327,2194680.3600000003
1197,4337,2.614420315037016,272.25,2945887.5031427317,1126784.2
1198,4338,2.41614983005038,199.5,2158694.4237905415,893443.94
1199,4339,2.208916617560208,104.30999999999999,1128688.798724769,510969.39999999997
1200,4340,1.567201216338875,39.69,429466.5748383289,274034.1
1201,4341,1.4433903742098597,42.18,456409.6781728573,316206.68
1202,4342,1.3331334186266308,515.9116483516485,6079031.410815124,4559957.26
1203,4343,1.2711488498453711,599.413186813187,7062937.234187989,5556341.6
1204,4344,1.2273069995661587,449.3116483516484,5294277.871611584,4313735.58
1205,4345,1.0842428516724494,370.2916483516484,4363178.402124145,4024170.7800000003
1206,4346,1.0432508981336777,440.29318681318694,5188012.56214494,4972928.92
1207,4347,2.1606791227370166,73.80000000000001,869591.7596579746,402462.24
1208,4348,2.233130344394695,102.72,1210358.6118166277,542000.88
1209,4349,2.201644672569508,78.12,920494.6919306365,418094.12
1210,4350,2.0290972126005835,61.56000000000001,725366.7848854322,357482.51999999996
1211,4351,2.2104581344473386,99.48000000000002,1172181.4126121313,530288.9
1212,4352,-5.238317116272989,-132.5953177257525,-231517.9015879173,44197.0
1213,4353,-1.407629926496654,-66.5953177257525,-116278.6777081826,82606.0
1214,4354,1.5616228441939215,141.5,247065.91180276452,158211.0
1215,4355,1.3693470897313462,109.5,191192.34870955977,139623.0
1216,4356,-7.622345218933379,-86.0,-150160.20081298758,19700.0
1217,4357,-10.138770151075557,-93.0,-162382.5427396261,16016.0
1218,4358,-45.623928390571294,-140.5,-245319.86295610183,5377.0
1219,4359,0.259069589743174,42.0,73334.05155983103,283067.0
1220,4360,-1.2889471765967127,-146.51785714285717,-255827.3354797682,198477.75
1221,4361,-4.985602863995154,-339.14285714285717,-592159.9945681604,118774.0
