,Cod Cliente,Zona,Distrito,Comuna,Canal,SubCanal,TipoNeg,venta_total_clp,n_facturas,ticket_promedio,ticket_desv_std,dias_entre_compras,recencia
3382,1209920,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,277555,4,69388.75,48412.969724892246,16.0,12
3383,1209927,NORTE 2,VIÑA INTERIOR,QUILLOTA,COBERTURA,COBERTURA,AL,470411,9,52267.88888888889,14787.974307223796,7.0,4
3384,1209959,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,594462,5,118892.4,86827.30665119125,16.333333333333332,11
3385,1209987,SUR 1,TALCA,TALCA,COBERTURA,COBERTURA,AL,129041,3,43013.666666666664,27558.626550199002,42.0,18
3386,1210006,NORTE 1,IQUIQUE,POZO ALMONTE,COBERTURA,COBERTURA,CA,1227160,7,175308.57142857142,90007.05180680224,8.4,18
3387,1210032,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,784544,10,78454.4,41524.472051496996,9.333333333333334,4
3388,1210104,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,461639,3,153879.66666666666,26409.619352299145,21.0,18
3389,1210115,SANTIAGO,SANTIAGO PONIENTE 1,CERRILLOS,COBERTURA,COBERTURA,AL,437497,6,72916.16666666667,43418.15324684673,14.0,4
3390,1210138,NORTE 2,SAN FELIPE,PANQUEHUE,COBERTURA,COBERTURA,AL,398822,10,39882.2,20866.893016876707,8.0,4
3391,1210145,SANTIAGO,SANTIAGO CENTRO COSTA,CARTAGENA,COBERTURA,COBERTURA,AL,856949,7,122421.28571428571,37790.23490583375,9.333333333333334,4
3392,1210231,SANTIAGO,SANTIAGO SUR 1,LA GRANJA,COBERTURA,COBERTURA,AL,296102,6,49350.333333333336,13510.062881669599,9.8,11
3393,1210243,SUR 2,CHILLAN,RETIRO,COBERTURA,COBERTURA,AL,477604,10,47760.4,22568.401253867218,8.0,4
3394,1210252,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,1499564,9,166618.22222222222,47538.65653543908,7.0,4
3395,1210272,SUR 3,COYHAIQUE,COYHAIQUE,COBERTURA,COBERTURA,AL,261740,4,65435.0,28938.811205714723,16.333333333333332,11
3396,1210296,SANTIAGO,SANTIAGO PONIENTE 1,PEDRO AGUIRRE CERDA,COBERTURA,COBERTURA,PA,3280501,17,192970.64705882352,52663.27002159709,3.6875,1
3397,1210301,NORTE 2,VIÑA COSTA,QUILPUE,COBERTURA,COBERTURA,AL,203864,5,40772.8,2367.548774576777,14.0,4
3398,1210313,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,115184,4,28796.0,2627.8592047520356,14.0,18
3399,1210376,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,63093,2,31546.5,3291.582066423379,49.0,11
3400,1210496,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,366194,10,36619.4,17574.146391155897,8.0,4
3401,1210497,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,457637,15,30509.133333333335,13878.873620757284,8.0,4
3402,1210510,NORTE 2,VIÑA COSTA,VIÑA DEL MAR,COBERTURA,COBERTURA,AL,828594,18,46033.0,12463.32310987629,7.0,4
3403,1210523,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,384891,7,54984.42857142857,13581.234662297125,8.5,9
3404,1210529,NORTE 1,IQUIQUE,POZO ALMONTE,COBERTURA,COBERTURA,AL,2496106,16,156006.625,134828.46701883842,7.0,4
3405,1210536,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,310602,9,34511.333333333336,11806.110854129738,9.333333333333334,4
3406,1210553,,,,,,,100252,3,33417.333333333336,4086.7349233016494,21.0,18
3407,1210573,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,296025,5,59205.0,3703.9268351305213,12.25,11
3408,1210597,SUR 1,TALCA,LINARES,COBERTURA,COBERTURA,AL,600814,10,60081.4,35171.62719579519,7.0,11
3409,1210608,SANTIAGO,SANTIAGO NORTE 2,QUINTA NORMAL,COBERTURA,COBERTURA,CA,137413,4,34353.25,8463.606653391527,11.666666666666666,25
3410,1210644,SUR 2,CONCEPCION SUR,LOTA,COBERTURA,COBERTURA,AL,346340,10,34634.0,20093.570729630577,11.2,4
3411,1210703,SUR 2,CONCEPCION NORTE,CHIGUAYANTE,COBERTURA,COBERTURA,AL,456296,8,57037.0,29662.815649997126,12.25,11
3412,1210744,SANTIAGO,SANTIAGO CENTRO ORIENTE,PEÑALOLEN,COBERTURA,COBERTURA,AL,881883,9,97987.0,19196.51181204544,7.0,4
3413,1210785,SUR 2,CONCEPCION NORTE,TALCAHUANO,COBERTURA,COBERTURA,AL,1048620,17,61683.529411764706,32457.757037258536,7.0,11
3414,1210788,NORTE 1,COPIAPO,TALTAL,COBERTURA,COBERTURA,AL,734752,13,56519.38461538462,37074.18535301543,8.0,4
3415,1210793,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,1321571,6,220261.83333333334,119537.09677822473,12.25,11
3416,1210802,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,533521,11,48501.90909090909,21431.77926096919,7.0,4
3417,1210807,SANTIAGO,SANTIAGO PONIENTE 1,PEDRO AGUIRRE CERDA,COBERTURA,COBERTURA,AL,646673,10,64667.3,26078.358938016023,7.0,4
3418,1210811,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,194839,6,32473.166666666668,13928.54011613086,14.0,18
3419,1210821,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,523429,8,65428.625,15855.526489771859,8.0,4
3420,1210857,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,CA,304690,6,50781.666666666664,7928.11093935161,11.2,4
3421,1210868,NORTE 2,VIÑA COSTA,PUCHUNCAVI,COBERTURA,COBERTURA,AL,427627,12,35635.583333333336,20451.178327725378,7.0,4
3422,1210873,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,163327,4,40831.75,6456.998083475014,11.666666666666666,25
3423,1210907,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,106782,3,35594.0,25739.861149586646,49.0,11
3424,1210923,SUR 3,PUERTO MONTT,PUERTO VARAS,COBERTURA,COBERTURA,AL,246982,12,20581.833333333332,8800.489736716961,9.333333333333334,4
3425,1210938,SUR 2,LOS ANGELES,ALTO BIOBIO,COBERTURA,COBERTURA,AL,150235,5,30047.0,12200.994385704798,18.666666666666668,4
3426,1210945,SANTIAGO,SANTIAGO PONIENTE 1,ESTACION CENTRAL,COBERTURA,VOLUMEN COBERTURA,PA,3816324,20,190816.2,68670.57136150675,3.4705882352941178,1
3427,1210966,SUR 2,CONCEPCION SUR,SAN PEDRO DE LA PAZ,COBERTURA,COBERTURA,AL,179262,6,29877.0,14207.23304517808,16.333333333333332,11
3428,1210981,SUR 3,PUNTA ARENAS,NATALES,COBERTURA,COBERTURA,AL,154698,4,38674.5,14780.755156621735,14.0,18
3429,1211026,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,PA,1554526,17,91442.70588235294,28725.000297573337,3.6875,1
3430,1211074,SANTIAGO,SANTIAGO PONIENTE 2,PEÑAFLOR,COBERTURA,COBERTURA,AL,981460,18,54525.555555555555,21312.054349930208,3.4705882352941178,1
3431,1211115,,,,,,,194555,1,194555.0,,,60
3432,1211117,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,310410,6,51735.0,25714.139697839393,14.0,4
3433,1211135,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,90008,3,30002.666666666668,4135.573761079995,21.0,18
3434,1211136,SANTIAGO,SANTIAGO NORTE 2,CERRO NAVIA,COBERTURA,COBERTURA,AL,1365547,8,170693.375,59068.00798822006,8.0,4
3435,1211142,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,352840,5,70568.0,24791.4248884569,12.25,11
3436,1211237,,,,,,,1206469,15,80431.26666666666,34318.116424474836,3.3636363636363638,23
3437,1211254,SUR 2,CONCEPCION SUR,LEBU,COBERTURA,COBERTURA,AL,101781,5,20356.2,20019.319036870358,21.0,18
3438,1211315,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,268908,7,38415.42857142857,13517.55469574216,11.2,4
3439,1211317,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,614209,13,47246.846153846156,35525.65433797139,9.333333333333334,4
3440,1211328,SUR 3,PUNTA ARENAS,PUNTA ARENAS,COBERTURA,COBERTURA,AL,1783362,11,162123.81818181818,62580.531836695314,7.0,4
3441,1211340,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,424075,10,42407.5,10659.473900401152,7.0,4
3442,1211345,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,119773,3,39924.333333333336,28606.107413161502,35.0,25
3443,1211349,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,283889,6,47314.833333333336,11387.904098940535,9.8,11
3444,1211398,NORTE 2,SAN FELIPE,SAN FELIPE,COBERTURA,COBERTURA,AL,579502,18,32194.555555555555,25320.102776536653,7.0,4
3445,1211417,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,COBERTURA,PA,950526,17,55913.294117647056,11659.43801049554,3.5,4
3446,1211426,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,AL,185723,4,46430.75,4693.071373489505,16.333333333333332,11
3447,1211442,SUR 1,SAN FERNANDO,LOLOL,COBERTURA,COBERTURA,AL,176079,5,35215.8,1269.6393976243812,14.0,4
3448,1211461,SUR 2,CONCEPCION NORTE,CHIGUAYANTE,COBERTURA,COBERTURA,AL,455731,18,25318.38888888889,16762.732372873317,6.222222222222222,4
3449,1211476,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,152144,4,38036.0,16252.094162496925,24.5,11
3450,1211485,SANTIAGO,SANTIAGO NORTE 2,RENCA,COBERTURA,COBERTURA,AL,359125,5,71825.0,27334.891320435134,14.0,4
3451,1211513,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,726544,10,72654.4,26503.523376671594,7.0,4
3452,1211534,SUR 2,CHILLAN,RINCONADA,COBERTURA,COBERTURA,AL,155009,4,38752.25,7825.826021364561,16.333333333333332,11
3453,1211540,SUR 3,OSORNO,OSORNO,COBERTURA,COBERTURA,AL,364412,12,30367.666666666668,16321.044615260793,8.0,4
3454,1211571,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,1224117,16,76507.3125,56981.4413257729,7.0,11
3455,1211575,NORTE 2,VIÑA INTERIOR,PETORCA,COBERTURA,COBERTURA,AL,486197,12,40516.416666666664,19460.71560142887,7.0,4
3456,1211593,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,269405,11,24491.363636363636,16522.340386717176,9.333333333333334,4
3457,1211602,SANTIAGO,SANTIAGO NORTE 1,COLINA,COBERTURA,COBERTURA,PA,4336150,17,255067.64705882352,100527.5618350144,3.6875,1
3458,1211732,SUR 2,CONCEPCION SUR,ARAUCO,COBERTURA,COBERTURA,AL,1349808,14,96414.85714285714,77703.09561287875,8.0,4
3459,1211745,NORTE 1,IQUIQUE,POZO ALMONTE,COBERTURA,COBERTURA,AL,1059897,11,96354.27272727272,86239.60362744128,8.4,18
3460,1211747,SUR 2,CHILLAN,SAN GREGORIO,COBERTURA,COBERTURA,MK,5380144,22,244552.0,147243.27250150472,7.0,4
3461,1211750,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,1807050,9,200783.33333333334,44265.54973678741,7.0,4
3462,1211756,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,974228,16,60889.25,36160.396396241755,7.0,4
3463,1211789,NORTE 1,COPIAPO,VALLENAR,COBERTURA,COBERTURA,AL,588740,8,73592.5,40193.730353306164,9.8,11
3464,1211803,SANTIAGO,SANTIAGO CENTRO COSTA,CARTAGENA,COBERTURA,COBERTURA,AL,884360,9,98262.22222222222,33650.412151182405,7.0,4
3465,1211815,SANTIAGO,SANTIAGO NORTE 2,CERRO NAVIA,COBERTURA,COBERTURA,PA,1018899,5,203779.8,63338.93341934327,12.25,11
3466,1211830,SANTIAGO,SANTIAGO PONIENTE 1,CERRILLOS,COBERTURA,COBERTURA,CA,333907,8,41738.375,10626.951262003606,8.0,4
3467,1211848,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,867402,12,72283.5,46216.85466167275,8.0,4
3468,1211900,SANTIAGO,SANTIAGO PONIENTE 1,ESTACION CENTRAL,COBERTURA,COBERTURA,AL,86303,2,43151.5,18966.725191766764,43.0,17
3469,1211959,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,178738,5,35747.6,8731.562105373816,12.25,11
3470,1212004,SANTIAGO,SANTIAGO PONIENTE 1,CERRILLOS,COBERTURA,COBERTURA,AL,546074,7,78010.57142857143,35122.31914256775,9.333333333333334,4
3471,1212030,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,359183,9,39909.22222222222,11693.852111021608,7.0,4
3472,1212032,SANTIAGO,SANTIAGO SUR 1,LO ESPEJO,COBERTURA,COBERTURA,AL,382328,3,127442.66666666667,66451.72610499544,28.0,4
3473,1212034,NORTE 1,IQUIQUE,HUARA,COBERTURA,COBERTURA,AL,437771,6,72961.83333333333,56260.19888132877,18.666666666666668,4
3474,1212131,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,536754,9,59639.333333333336,23500.551621185405,8.0,4
3475,1212134,SUR 1,CURICO,CURICO,COBERTURA,COBERTURA,AL,322965,12,26913.75,17905.40217681905,9.333333333333334,4
3476,1212136,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,AL,401740,9,44637.77777777778,17107.802012369808,7.0,4
3477,1212143,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,920596,11,83690.54545454546,46462.70327771219,7.0,4
3478,1212144,SUR 1,CURICO,MOLINA,COBERTURA,COBERTURA,AL,293445,11,26676.81818181818,14715.875208890444,8.0,4
3479,1212205,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,215207,8,26900.875,14924.978960860979,18.666666666666668,4
3480,1212218,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,PA,631419,8,78927.375,33610.055752652785,8.0,4
3481,1212243,SANTIAGO,SANTIAGO PONIENTE 1,ESTACION CENTRAL,COBERTURA,COBERTURA,AL,541882,7,77411.71428571429,43276.96853105697,9.333333333333334,4
3482,1212253,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,AL,330966,10,33096.6,12368.769310916372,7.0,4
3483,1212261,SANTIAGO,SANTIAGO CENTRO COSTA,SANTO DOMINGO,COBERTURA,COBERTURA,AL,167352,4,41838.0,4414.0594317098485,16.333333333333332,11
3484,1212362,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,962126,9,106902.88888888889,50451.47035380744,7.0,4
3485,1212365,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,PA,296118,4,74029.5,45290.83985752527,27.5,5
3486,1212380,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,494192,9,54910.22222222222,26716.688547506114,8.0,4
3487,1212386,NORTE 1,COPIAPO,CALDERA,COBERTURA,COBERTURA,AL,498104,11,45282.181818181816,35860.065863905445,8.4,18
3488,1212388,SUR 1,SAN FERNANDO,PAREDONES,COBERTURA,COBERTURA,PA,566367,7,80909.57142857143,26738.41983524296,11.2,4
3489,1212414,SANTIAGO,SANTIAGO PONIENTE 2,SAN BERNARDO,COBERTURA,COBERTURA,MK,460253,8,57531.625,17977.347316931144,8.0,4
3490,1212429,SUR 1,RANCAGUA,MACHALI,COBERTURA,COBERTURA,AL,157855,6,26309.166666666668,11776.814296178176,14.0,4
3491,1212500,SUR 2,CONCEPCION SUR,LOTA,COBERTURA,COBERTURA,AL,249040,8,31130.0,13561.98468408767,11.2,4
3492,1212521,SUR 3,TEMUCO NORTE,LAUTARO,COBERTURA,COBERTURA,AL,181904,7,25986.285714285714,9597.284402619416,14.0,4
3493,1212539,SUR 1,CURICO,MOLINA,COBERTURA,COBERTURA,AL,524657,11,47696.09090909091,30081.6393052458,9.333333333333334,4
3494,1212574,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,449849,8,56231.125,16510.69978994141,9.166666666666666,5
3495,1212577,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,671863,11,61078.454545454544,34159.81853395488,8.0,4
3496,1212598,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,1054779,9,117197.66666666667,18753.60018103191,7.0,4
3497,1212602,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,147771,5,29554.2,4362.015210885904,12.25,11
3498,1212605,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,COBERTURA,AL,1033781,9,114864.55555555556,22838.143001955694,7.0,4
3499,1212622,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,PA,892206,11,81109.63636363637,43844.790726545216,6.875,5
3500,1212632,NORTE 2,VIÑA INTERIOR,HIJUELAS,COBERTURA,COBERTURA,PA,1757982,9,195331.33333333334,140379.56184751398,9.333333333333334,32
3501,1212636,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,942730,9,104747.77777777778,45065.601737294535,7.0,4
3502,1212659,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,PA,319060,8,39882.5,17070.70867220891,8.166666666666666,11
3503,1212660,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,440049,7,62864.142857142855,27982.843901389366,9.333333333333334,4
3504,1212684,SUR 3,COYHAIQUE,COYHAIQUE,COBERTURA,COBERTURA,CA,91209,3,30403.0,12732.677330396777,24.5,11
3505,1212700,SUR 3,TEMUCO SUR,PITRUFQUEN,COBERTURA,COBERTURA,AL,1311023,10,131102.3,74711.2853368069,7.0,4
3506,1212706,NORTE 2,SAN FELIPE,LOS ANDES,COBERTURA,COBERTURA,AL,225553,8,28194.125,9494.245346336304,11.2,4
3507,1212722,SUR 2,CONCEPCION NORTE,TALCAHUANO,COBERTURA,COBERTURA,AL,772168,7,110309.71428571429,51188.35179906423,11.2,4
3508,1212741,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,VOLUMEN COBERTURA,AL,3841043,12,320086.9166666667,135357.13287478918,5.363636363636363,1
3509,1212752,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,CA,993845,15,66256.33333333333,30504.773201832497,4.666666666666667,4
3510,1212813,SUR 3,OSORNO,PURRANQUE,COBERTURA,COBERTURA,AL,275790,10,27579.0,12689.107568654657,9.333333333333334,4
3511,1212862,SUR 1,RANCAGUA,MOSTAZAL,COBERTURA,COBERTURA,AL,569842,10,56984.2,24278.475111368367,8.0,4
3512,1212866,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,360707,11,32791.545454545456,13124.028850651284,11.2,4
3513,1212885,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,897957,7,128279.57142857143,43406.58063342141,9.333333333333334,4
3514,1212893,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,284376,6,47396.0,9461.03034558076,9.8,11
3515,1212913,SUR 1,TALCA,CONSTITUCION,COBERTURA,COBERTURA,AL,382041,10,38204.1,13862.430494365377,7.0,4
3516,1212926,NORTE 2,OVALLE,OVALLE,COBERTURA,COBERTURA,AL,285282,13,21944.76923076923,11128.177704621768,7.0,4
3517,1212933,SUR 3,TEMUCO SUR,PADRE LAS CASAS,COBERTURA,COBERTURA,AL,419782,23,18251.391304347828,8980.315168285528,3.625,2
3518,1212966,SANTIAGO,SANTIAGO PONIENTE 2,PEÑAFLOR,COBERTURA,COBERTURA,AL,403344,10,40334.4,7137.190159844263,6.222222222222222,4
3519,1212977,SANTIAGO,SANTIAGO SUR 1,LA GRANJA,COBERTURA,COBERTURA,AL,721310,9,80145.55555555556,13898.352133536468,7.0,4
3520,1213001,SUR 2,CONCEPCION NORTE,CHIGUAYANTE,COBERTURA,COBERTURA,AL,176823,5,35364.6,8786.405510787674,14.0,4
3521,1213006,NORTE 1,COPIAPO,COPIAPO,COBERTURA,COBERTURA,AL,267439,7,38205.57142857143,25111.731168633403,16.333333333333332,11
3522,1213009,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,AL,298733,5,59746.6,17146.7550224525,8.75,25
3523,1213031,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,566074,15,37738.26666666667,20658.43479227472,8.0,4
3524,1213041,SANTIAGO,SANTIAGO NORTE 1,COLINA,COBERTURA,COBERTURA,AL,636914,13,48993.38461538462,13469.070708716705,4.666666666666667,4
3525,1213048,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,COBERTURA,AL,81456,3,27152.0,0.0,28.0,4
3526,1213060,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,408756,8,51094.5,16181.649200781201,8.0,4
3527,1213097,SANTIAGO,SANTIAGO NORTE 2,PUDAHUEL,COBERTURA,COBERTURA,AL,817695,9,90855.0,14996.781371347652,7.0,4
3528,1213098,SANTIAGO,SANTIAGO NORTE 2,PUDAHUEL,COBERTURA,COBERTURA,AL,619418,8,77427.25,20868.251893041463,8.0,4
3529,1213152,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,MK,1167412,6,194568.66666666666,30106.93923112522,10.4,8
3530,1213178,SANTIAGO,SANTIAGO PONIENTE 2,PEÑAFLOR,COBERTURA,COBERTURA,AL,928538,17,54619.882352941175,13817.276128466643,3.6875,1
3531,1213182,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,287712,9,31968.0,13061.287962907792,8.0,4
3532,1213207,SANTIAGO,SANTIAGO CENTRO COSTA,CURACAVI,COBERTURA,COBERTURA,MK,2506552,19,131923.7894736842,53741.207670112,3.4705882352941178,1
3533,1213229,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,AL,3612806,20,180640.3,62222.82597086056,3.4705882352941178,1
3534,1213255,SUR 2,CHILLAN,SAN IGNACIO,COBERTURA,COBERTURA,AL,527897,10,52789.7,27269.534971588106,9.333333333333334,4
3535,1213267,NORTE 1,COPIAPO,VALLENAR,COBERTURA,COBERTURA,AL,654202,9,72689.11111111111,25368.326410331265,7.0,4
3536,1213270,SUR 1,TALCA,SAN CLEMENTE,COBERTURA,COBERTURA,AL,718570,15,47904.666666666664,28949.813442938663,7.0,4
3537,1213283,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,3395915,15,226394.33333333334,179660.6234545991,7.0,4
3538,1213290,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,233729,4,58432.25,35069.09766327994,9.333333333333334,32
3539,1213292,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,1004611,18,55811.72222222222,43495.07886268563,7.0,4
3540,1213297,NORTE 1,COPIAPO,VALLENAR,COBERTURA,COBERTURA,AL,210075,4,52518.75,24167.791932997658,,60
3541,1213327,SUR 2,CONCEPCION SUR,LEBU,COBERTURA,COBERTURA,AL,689113,15,45940.86666666667,32984.12232286201,6.875,5
3542,1213337,SANTIAGO,SANTIAGO SUR 1,SAN MIGUEL,COBERTURA,COBERTURA,AL,720444,8,90055.5,67021.87036227161,9.6,12
3543,1213339,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,686873,9,76319.22222222222,20195.515342383427,7.0,4
3544,1213344,SANTIAGO,SANTIAGO NORTE 1,CONCHALI,COBERTURA,COBERTURA,CA,265132,7,37876.0,8766.209329008749,9.333333333333334,4
3545,1213407,SUR 2,LOS ANGELES,SANTA BARBARA,COBERTURA,COBERTURA,AL,249149,6,41524.833333333336,17287.497568088525,11.666666666666666,25
3546,1213427,SANTIAGO,SANTIAGO PONIENTE 2,PAINE,COBERTURA,COBERTURA,AL,862806,7,123258.0,60489.77246334017,9.333333333333334,4
3547,1213465,SANTIAGO,SANTIAGO NORTE 1,COLINA,COBERTURA,COBERTURA,AL,2234224,18,124123.55555555556,32640.89725774783,3.4705882352941178,1
3548,1213480,SUR 3,OSORNO,MARIQUINA,COBERTURA,COBERTURA,AL,414209,11,37655.36363636364,21029.515150248837,9.333333333333334,4
3549,1213485,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,1373896,19,72310.31578947368,52730.863123825555,7.0,4
3550,1213490,SUR 2,CONCEPCION NORTE,TOME,COBERTURA,COBERTURA,AL,651381,15,43425.4,33853.642949783534,7.0,4
3551,1213492,SANTIAGO,SANTIAGO SUR 2,PIRQUE,COBERTURA,COBERTURA,AL,227461,6,37910.166666666664,7927.417067788641,14.0,4
3552,1213511,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,535979,10,53597.9,26100.38437541571,7.0,4
3553,1213541,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,82252,5,16450.4,6283.005156770127,17.5,25
3554,1213630,SANTIAGO,SANTIAGO SUR 1,LA CISTERNA,COBERTURA,COBERTURA,AL,202655,5,40531.0,10025.473056170467,10.5,18
3555,1213633,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,CA,269715,5,53943.0,29756.293594801085,18.333333333333332,5
3556,1213662,SANTIAGO,SANTIAGO PONIENTE 2,PAINE,COBERTURA,COBERTURA,AL,740125,9,82236.11111111111,21664.73139946838,7.0,4
3557,1213683,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,855536,11,77776.0,44377.18050304683,7.0,4
3558,1213704,SUR 3,TEMUCO SUR,NUEVA IMPERIAL,COBERTURA,COBERTURA,AL,356597,8,44574.625,22745.1426961419,14.5,2
3559,1213709,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,371696,12,30974.666666666668,13643.689339320168,7.0,4
3560,1213720,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,674798,9,74977.55555555556,34031.884153360916,7.0,11
3561,1213723,SANTIAGO,SANTIAGO CENTRO COSTA,LITUECHE,COBERTURA,COBERTURA,AL,473932,8,59241.5,29266.954612424473,9.833333333333334,1
3562,1213736,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,PA,1313210,10,131321.0,51709.349535005116,7.0,4
