,Cod Cliente,Zona,Distrito,Comuna,Canal,SubCanal,TipoNeg,venta_total_clp,n_facturas,ticket_promedio,ticket_desv_std,dias_entre_compras,recencia
13307,1219783,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,66353,2,33176.5,666.8016946589144,49.0,9
13308,1219801,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,308133,11,28012.090909090908,18111.013204426446,9.333333333333334,2
13309,1219871,SUR 1,RANCAGUA,MACHALI,COBERTURA,COBERTURA,AL,348781,11,31707.363636363636,13691.14825186498,7.0,2
13310,1219970,SUR 2,LOS ANGELES,LOS ANGELES,COBERTURA,COBERTURA,AL,243058,8,30382.25,19143.39403964571,14.0,16
13311,1220004,SANTIAGO,SANTIAGO PONIENTE 1,CERRILLOS,COBERTURA,COBERTURA,AL,354244,3,118081.33333333333,13837.370607645564,23.5,11
13312,1220058,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,COBERTURA,AL,2138390,17,125787.64705882352,50731.85235498156,3.5,2
13313,1220073,SUR 3,PUERTO MONTT,PUERTO MONTT,COBERTURA,COBERTURA,AL,151436,4,37859.0,17589.71096976866,18.666666666666668,2
13314,1220078,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,VOLUMEN COBERTURA,AL,1214897,15,80993.13333333333,48803.35558847607,3.8181818181818183,16
13315,1220081,SUR 2,LOS ANGELES,LOS ANGELES,COBERTURA,COBERTURA,AL,202512,7,28930.285714285714,16349.1111248113,8.75,23
13316,1220086,SUR 2,CHILLAN,PINTO,COBERTURA,COBERTURA,MK,2440518,18,135584.33333333334,88106.27523421393,7.0,2
13317,1220098,SANTIAGO,SANTIAGO PONIENTE 2,PADRE HURTADO,COBERTURA,COBERTURA,AL,391864,6,65310.666666666664,23752.947881613905,11.2,2
13318,1220127,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,345811,11,31437.363636363636,19597.69992255585,9.333333333333334,2
13319,1220129,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,1149193,19,60483.84210526316,40573.261199496555,7.0,2
13320,1220152,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,VOLUMEN COBERTURA,AL,2750200,10,275020.0,67480.18297083802,7.0,2
13321,1220172,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,CA,256789,5,51357.8,15372.84884788763,12.25,9
13322,1220249,SANTIAGO,SANTIAGO NORTE 2,PUDAHUEL,COBERTURA,COBERTURA,AL,237664,2,118832.0,12597.814413619531,28.0,30
13323,1220278,NORTE 2,VIÑA INTERIOR,CABILDO,COBERTURA,COBERTURA,PA,2020990,17,118881.76470588235,56106.382637728275,3.7333333333333334,2
13324,1220376,NORTE 1,CALAMA,SAN PEDRO DE ATACAMA,COBERTURA,COBERTURA,AL,914561,17,53797.705882352944,32762.11920184023,7.0,2
13325,1220395,SUR 2,CONCEPCION SUR,TIRUA,COBERTURA,COBERTURA,MK,1679727,11,152702.45454545456,110805.38295801666,11.2,2
13326,1220402,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,114312,3,38104.0,11265.729315051023,21.0,16
13327,1220404,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,235360,5,47072.0,20444.465229005134,18.666666666666668,2
13328,1220405,SUR 1,TALCA,LINARES,COBERTURA,COBERTURA,AL,454316,11,41301.454545454544,26257.62752559201,8.0,2
13329,1220415,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,446385,9,49598.333333333336,27854.203084992398,8.166666666666666,9
13330,1220524,SUR 3,PUERTO MONTT,MAULLIN,COBERTURA,COBERTURA,AL,64193,2,32096.5,2061.216267158786,42.0,16
13331,1220525,SUR 2,CONCEPCION SUR,ARAUCO,COBERTURA,COBERTURA,AL,693535,9,77059.44444444444,34755.56007357352,8.0,2
13332,1220537,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,PA,1503535,18,83529.72222222222,90866.53547911423,9.333333333333334,2
13333,1220565,NORTE 2,VIÑA INTERIOR,LIMACHE,COBERTURA,COBERTURA,AL,1085679,12,90473.25,50317.9641897856,7.0,2
13334,1220615,NORTE 2,OVALLE,OVALLE,COBERTURA,COBERTURA,AL,475007,7,67858.14285714286,18570.99150493022,9.0,13
13335,1220622,SUR 2,CONCEPCION SUR,ARAUCO,COBERTURA,COBERTURA,AL,167762,7,23966.0,15327.37048550729,7.0,37
13336,1220675,SANTIAGO,SANTIAGO CENTRO COSTA,EL TABO,COBERTURA,COBERTURA,AL,940318,10,94031.8,45244.268947815064,7.0,2
13337,1220693,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,PA,524604,10,52460.4,21343.730576760317,7.0,2
13338,1220736,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,462116,9,51346.22222222222,7774.434702564839,7.0,2
13339,1220747,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,329082,11,29916.545454545456,31377.638267924616,10.8,4
13340,1220784,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,618016,8,77252.0,32595.02161812006,8.166666666666666,9
13341,1220786,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,263761,10,26376.1,12193.890168167554,11.2,2
13342,1220789,SANTIAGO,SANTIAGO CENTRO COSTA,MELIPILLA,COBERTURA,COBERTURA,AL,556169,8,69521.125,28987.6944208967,8.0,2
13343,1220800,SUR 2,CONCEPCION SUR,ARAUCO,COBERTURA,COBERTURA,AL,122884,6,20480.666666666668,7202.357715822414,11.666666666666666,23
13344,1220812,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,AL,433065,8,54133.125,22084.594536447476,8.0,2
13345,1220830,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,458690,6,76448.33333333333,25999.317273087512,9.8,9
13346,1220836,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,1098629,8,137328.625,37077.06569503001,8.0,2
13347,1220852,SUR 1,CURICO,CURICO,COBERTURA,COBERTURA,AL,302302,8,37787.75,14214.449285849945,8.0,2
13348,1220933,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,971616,14,69401.14285714286,40988.64097406864,9.333333333333334,2
13349,1220963,SUR 2,CONCEPCION SUR,CONCEPCION,COBERTURA,COBERTURA,AL,304804,11,27709.454545454544,17146.713051565515,9.333333333333334,2
13350,1220969,SUR 2,CONCEPCION SUR,CORONEL,COBERTURA,COBERTURA,AL,152168,5,30433.6,19152.142733908393,28.0,2
13351,1220987,SUR 1,SAN FERNANDO,SAN VICENTE,COBERTURA,VOLUMEN COBERTURA,AL,1398931,11,127175.54545454546,76615.82243292,7.0,2
13352,1220998,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,414790,9,46087.77777777778,14257.010738385672,7.0,2
13353,1221081,SUR 1,CURICO,CURICO,COBERTURA,COBERTURA,PA,249814,9,27757.11111111111,12364.772333573763,8.166666666666666,9
13354,1221083,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,256686,6,42781.0,5979.161713819087,9.8,9
13355,1221097,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,79278,4,19819.5,11385.758780160415,56.0,2
13356,1221104,SUR 2,CONCEPCION NORTE,CONCEPCION,COBERTURA,COBERTURA,AL,390018,7,55716.857142857145,42150.68989719532,11.666666666666666,23
13357,1221110,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,498500,11,45318.181818181816,31474.592829195364,7.857142857142857,3
13358,1221138,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,1226723,16,76670.1875,51294.802861133016,7.0,2
13359,1221159,SUR 2,LOS ANGELES,LOS ANGELES,COBERTURA,COBERTURA,AL,406882,7,58126.0,24798.983635087414,11.2,2
13360,1221180,,,,,,,108319,4,27079.75,1941.4999999999995,16.333333333333332,9
13361,1221196,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,188923,6,31487.166666666668,16238.057475162066,16.333333333333332,9
13362,1221200,SUR 2,CONCEPCION SUR,SAN PEDRO DE LA PAZ,COBERTURA,COBERTURA,MK,529998,5,105999.6,65373.31858487835,24.5,9
13363,1221208,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,851924,6,141987.33333333334,59361.048274661276,11.2,2
13364,1221263,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,1202328,7,171761.14285714287,76005.90695121129,9.5,1
13365,1221321,NORTE 1,COPIAPO,HUASCO,COBERTURA,COBERTURA,AL,627243,10,62724.3,49839.78523462288,14.0,2
13366,1221356,SUR 1,CURICO,SAGRADA FAMILIA,COBERTURA,COBERTURA,PA,164051,5,32810.2,7843.670900796387,12.25,9
13367,1221359,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,149201,5,29840.2,7536.736707620879,14.0,16
13368,1221369,NORTE 2,VIÑA COSTA,VIÑA DEL MAR,COBERTURA,COBERTURA,AL,394325,14,28166.071428571428,14589.673821757453,8.0,2
13369,1221381,SANTIAGO,SANTIAGO CENTRO COSTA,SAN ANTONIO,COBERTURA,COBERTURA,AL,191100,5,38220.0,5311.763501888992,12.25,9
13370,1221417,SUR 3,PUERTO MONTT,PUERTO MONTT,COBERTURA,COBERTURA,AL,144798,4,36199.5,18337.314788885167,14.0,16
13371,1221437,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,394943,14,28210.214285714286,11033.019652065212,7.0,2
13372,1221444,NORTE 2,SAN FELIPE,SAN FELIPE,COBERTURA,COBERTURA,AL,564059,14,40289.92857142857,21521.97158349252,6.222222222222222,2
13373,1221449,SANTIAGO,SANTIAGO NORTE 1,LAMPA,COBERTURA,COBERTURA,AL,127235,3,42411.666666666664,13742.089372920454,24.5,9
13374,1221474,SUR 2,LOS ANGELES,LOS ANGELES,COBERTURA,COBERTURA,AL,437156,15,29143.733333333334,18672.76678353749,7.0,2
13375,1221492,SUR 1,SAN FERNANDO,SAN VICENTE,COBERTURA,COBERTURA,AL,138377,7,19768.14285714286,8109.6523235909335,16.333333333333332,9
13376,1221493,SANTIAGO,SANTIAGO CENTRO ORIENTE,PEÑALOLEN,COBERTURA,COBERTURA,AL,275387,5,55077.4,23156.091721186458,14.0,2
13377,1221509,SUR 1,TALCA,LINARES,COBERTURA,COBERTURA,AL,291125,7,41589.28571428572,22855.77375423466,14.0,2
13378,1221558,NORTE 2,VIÑA INTERIOR,QUILLOTA,COBERTURA,COBERTURA,AL,685763,7,97966.14285714286,73721.04471684362,14.0,16
13379,1221575,SANTIAGO,SANTIAGO SUR 1,SAN JOAQUIN,COBERTURA,COBERTURA,AL,749025,6,124837.5,89377.12068029492,11.2,2
13380,1221585,SUR 3,PUERTO MONTT,PUERTO MONTT,COBERTURA,COBERTURA,AL,194394,5,38878.8,12671.809764197063,14.0,2
13381,1221646,SUR 3,CHILOE,CASTRO,COBERTURA,COBERTURA,AL,141168,8,17646.0,6801.788693319679,8.0,10
13382,1221664,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,MK,463823,8,57977.875,10598.628205540834,8.0,2
13383,1221735,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,CA,378041,6,63006.833333333336,26983.757962275504,9.8,9
13384,1221739,,,,,,,479141,5,95828.2,84771.31408501345,7.0,44
13385,1221747,SUR 1,TALCA,MAULE,COBERTURA,COBERTURA,AL,222539,6,37089.833333333336,6870.712347833132,12.25,9
13386,1221762,,,,,,,504990,9,56110.0,18357.754982567996,9.333333333333334,2
13387,1221768,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,807309,17,47488.76470588235,26008.24361747976,7.0,2
13388,1221786,SUR 1,TALCA,LINARES,COBERTURA,COBERTURA,AL,166949,4,41737.25,22763.047531397606,17.5,23
13389,1221860,SUR 1,CURICO,MOLINA,COBERTURA,COBERTURA,AL,1119024,22,50864.72727272727,37383.86880560195,7.0,2
13390,1221865,SUR 3,TEMUCO SUR,GORBEA,COBERTURA,COBERTURA,AL,125370,4,31342.5,15024.129137268934,14.0,30
13391,1221871,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,1487976,16,92998.5,22146.499028063106,3.7333333333333334,2
13392,1221878,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,340747,7,48678.142857142855,38801.78594011952,18.666666666666668,2
13393,1221895,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,279933,8,34991.625,14313.129426583931,9.8,9
13394,1221981,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,937553,14,66968.07142857143,54877.3755868682,9.333333333333334,2
13395,1221984,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,300134,6,50022.333333333336,19601.80421968005,11.2,2
13396,1221989,SUR 2,CHILLAN,PINTO,COBERTURA,COBERTURA,AL,260638,8,32579.75,20494.462734741654,9.8,9
13397,1222014,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,177360,6,29560.0,16845.08665457082,21.0,16
13398,1222092,SUR 3,TEMUCO SUR,PADRE LAS CASAS,COBERTURA,COBERTURA,AL,35168,1,35168.0,,,58
13399,1222098,SANTIAGO,SANTIAGO PONIENTE 2,SAN BERNARDO,COBERTURA,COBERTURA,AL,185637,3,61879.0,18187.47428864162,24.5,9
13400,1222106,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,COBERTURA,AL,287932,7,41133.142857142855,14205.499339206293,8.166666666666666,9
13401,1222120,SANTIAGO,SANTIAGO CENTRO ORIENTE,PROVIDENCIA,COBERTURA,COBERTURA,MK,233489,3,77829.66666666667,12465.013852111571,28.0,2
13402,1222139,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,MK,487959,10,48795.9,25773.653897170094,9.6,10
13403,1222171,NORTE 2,OVALLE,OVALLE,COBERTURA,COBERTURA,AL,246017,4,61504.25,15537.113489426965,18.666666666666668,2
13404,1222218,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,378980,10,37898.0,25171.56782738987,11.2,2
13405,1222242,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,290417,8,36302.125,16731.90425024258,14.0,2
13406,1222252,NORTE 2,VIÑA INTERIOR,CABILDO,COBERTURA,COBERTURA,CA,178259,5,35651.8,6797.416251782731,12.25,9
13407,1222334,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,AL,1230050,9,136672.22222222222,33776.13512814106,7.0,2
13408,1222338,SANTIAGO,SANTIAGO PONIENTE 1,SANTIAGO,COBERTURA,COBERTURA,MK,1216502,8,152062.75,52434.41806063211,7.0,9
13409,1222363,SANTIAGO,SANTIAGO SUR 1,SAN RAMON,COBERTURA,COBERTURA,AL,506538,4,126634.5,23715.568423857498,9.333333333333334,30
13410,1222368,SUR 2,LOS ANGELES,NACIMIENTO,COBERTURA,COBERTURA,PA,135587,6,22597.833333333332,12330.581712420004,14.0,16
13411,1222414,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,633848,13,48757.53846153846,42810.20601370539,7.714285714285714,4
13412,1222417,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,251806,5,50361.2,10160.179757268077,14.0,2
13413,1222427,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,1675137,18,93063.16666666667,68953.69914852071,7.0,2
13414,1222433,SANTIAGO,SANTIAGO PONIENTE 1,MAIPU,COBERTURA,COBERTURA,AL,942013,9,104668.11111111111,16986.254571302972,7.0,2
13415,1222439,NORTE 1,IQUIQUE,PICA,COBERTURA,COBERTURA,AL,568666,14,40619.0,26246.62459177443,9.333333333333334,2
13416,1222451,SUR 1,RANCAGUA,MACHALI,COBERTURA,COBERTURA,AL,449947,13,34611.307692307695,22871.89512766201,8.0,2
13417,1222471,SANTIAGO,SANTIAGO NORTE 1,SANTIAGO,COBERTURA,COBERTURA,AL,1323874,20,66193.7,21710.139181352202,3.5,2
13418,1222497,SANTIAGO,SANTIAGO SUR 2,LA PINTANA,COBERTURA,COBERTURA,AL,367124,8,45890.5,14392.517669162085,8.0,2
13419,1222502,SANTIAGO,SANTIAGO NORTE 1,SANTIAGO,COBERTURA,COBERTURA,AL,505948,9,56216.444444444445,20383.254439067816,7.0,2
13420,1222566,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,646880,11,58807.27272727273,35668.96849949801,9.8,9
13421,1222601,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,COBERTURA,AL,300832,4,75208.0,20871.201530657818,16.333333333333332,9
13422,1222617,SANTIAGO,SANTIAGO PONIENTE 1,ESTACION CENTRAL,COBERTURA,VOLUMEN COBERTURA,PA,4719834,17,277637.29411764705,71158.69313176422,3.5,2
13423,1222631,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,PA,635715,9,70635.0,19168.23079994604,7.0,2
13424,1222644,SANTIAGO,SANTIAGO SUR 2,EL BOSQUE,COBERTURA,VOLUMEN COBERTURA,AL,4722545,17,277796.76470588235,114197.68451873785,3.5,2
13425,1222677,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,673022,14,48073.0,23482.0897805442,6.625,5
13426,1222759,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,AL,162982,4,40745.5,19589.46040604488,16.333333333333332,9
13427,1222768,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,303723,8,37965.375,14394.408576522244,8.166666666666666,9
13428,1222773,SANTIAGO,SANTIAGO NORTE 1,HUECHURABA,COBERTURA,COBERTURA,PA,2523549,18,140197.16666666666,48770.80545264759,3.5,2
13429,1222780,NORTE 2,SAN FELIPE,SAN FELIPE,COBERTURA,COBERTURA,AL,219277,6,36546.166666666664,10773.920464096003,10.5,16
13430,1222795,NORTE 2,VIÑA INTERIOR,LIMACHE,COBERTURA,COBERTURA,AL,302259,8,37782.375,13053.563475569203,9.333333333333334,2
13431,1222815,NORTE 2,SAN FELIPE,SAN FELIPE,COBERTURA,COBERTURA,AL,136832,3,45610.666666666664,9246.230871730024,24.5,9
13432,1222844,NORTE 1,COPIAPO,HUASCO,COBERTURA,COBERTURA,AL,420149,12,35012.416666666664,18237.95295260724,9.333333333333334,2
13433,1222845,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,270209,5,54041.8,21798.452071190743,16.333333333333332,9
13434,1222850,NORTE 2,OVALLE,CHAÑARAL,COBERTURA,COBERTURA,AL,661302,10,66130.2,27712.287923510674,7.0,2
13435,1222852,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,563479,12,46956.583333333336,30561.659514253344,7.0,16
13436,1222855,SUR 3,TEMUCO SUR,PADRE LAS CASAS,COBERTURA,COBERTURA,AL,2668443,12,222370.25,121791.19976577275,7.0,2
13437,1222925,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,412365,9,45818.333333333336,13817.279363174213,7.857142857142857,3
13438,1222976,SUR 2,CHILLAN,SAN CARLOS,COBERTURA,COBERTURA,AL,522948,14,37353.42857142857,19017.043423503786,7.571428571428571,5
13439,1223001,SUR 2,CHILLAN,PARRAL,COBERTURA,COBERTURA,AL,191601,9,21289.0,9235.036843456555,8.4,16
13440,1223008,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,533125,13,41009.61538461538,29851.84052823338,7.0,2
13441,1223056,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,752572,9,83619.11111111111,28349.090000582226,7.0,2
13442,1223071,NORTE 1,IQUIQUE,ALTO HOSPICIO,COBERTURA,COBERTURA,AL,554722,3,184907.33333333334,73038.2212292532,28.0,2
13443,1223100,SANTIAGO,SANTIAGO CENTRO ORIENTE,SANTIAGO,COBERTURA,COBERTURA,MK,421613,8,52701.625,4473.287571398531,8.0,2
13444,1223110,NORTE 1,IQUIQUE,IQUIQUE,COBERTURA,COBERTURA,AL,202646,6,33774.333333333336,5927.533539902297,11.2,2
13445,1223139,SUR 1,RANCAGUA,RANCAGUA,COBERTURA,COBERTURA,AL,449673,11,40879.36363636364,33426.94990055996,12.25,9
13446,1223182,SANTIAGO,SANTIAGO NORTE 1,QUILICURA,COBERTURA,COBERTURA,AL,228151,3,76050.33333333333,56419.156900234986,21.0,37
13447,1223263,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,AL,489065,12,40755.416666666664,30385.655459767473,11.2,2
13448,1223285,SANTIAGO,SANTIAGO PONIENTE 2,SAN BERNARDO,COBERTURA,COBERTURA,MK,455456,7,65065.142857142855,17508.85526839273,9.333333333333334,2
13449,1223321,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,296578,7,42368.28571428572,5861.104580602697,9.333333333333334,2
13450,1223322,NORTE 2,VIÑA COSTA,VALPARAISO,COBERTURA,COBERTURA,AL,300774,3,100258.0,39447.12405233111,17.5,23
13451,1223372,SUR 1,RANCAGUA,QUINTA DE TILCOCO,COBERTURA,COBERTURA,MK,5766116,33,174730.78787878787,142182.60021420466,3.5,2
13452,1223391,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,708791,15,47252.73333333333,37411.616145765416,8.0,2
13453,1223461,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,634880,10,63488.0,18038.634550443236,7.0,2
13454,1223530,NORTE 2,LA SERENA,COQUIMBO,COBERTURA,COBERTURA,AL,220237,8,27529.625,19695.68776543666,11.2,2
13455,1223561,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,694460,18,38581.11111111111,29820.840860612683,7.0,2
13456,1223563,SANTIAGO,SANTIAGO NORTE 2,RENCA,COBERTURA,COBERTURA,AL,467387,6,77897.83333333333,45014.31237913855,9.8,9
13457,1223609,NORTE 2,VIÑA INTERIOR,CALERA,COBERTURA,COBERTURA,PA,1227169,13,94397.61538461539,34087.58902576924,5.090909090909091,2
13458,1223634,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,855555,9,95061.66666666667,21980.981506748052,7.0,2
13459,1223664,SANTIAGO,SANTIAGO PONIENTE 1,SANTIAGO,COBERTURA,VOLUMEN COBERTURA,CA,3968330,8,496041.25,276251.82311576826,8.0,2
13460,1223666,NORTE 1,COPIAPO,CHAÑARAL,COBERTURA,COBERTURA,AL,1450316,19,76332.42105263157,59176.1099452922,8.0,2
13461,1223679,SUR 2,CHILLAN,CHILLAN,COBERTURA,COBERTURA,AL,312872,10,31287.2,18930.362248104087,11.2,2
13462,1223694,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,455916,6,75986.0,28727.183969195452,16.333333333333332,9
13463,1223696,NORTE 1,IQUIQUE,PICA,COBERTURA,COBERTURA,AL,987343,14,70524.5,52724.288601904555,8.0,2
13464,1223703,SANTIAGO,SANTIAGO NORTE 2,QUINTA NORMAL,COBERTURA,COBERTURA,AL,371831,8,46478.875,15679.023096732051,8.0,2
13465,1223723,SANTIAGO,SANTIAGO NORTE 2,RENCA,COBERTURA,COBERTURA,AL,512360,5,102472.0,34128.972325576986,12.25,9
13466,1223740,NORTE 2,SAN FELIPE,LOS ANDES,COBERTURA,COBERTURA,AL,1343462,15,89564.13333333333,57183.97351514629,7.0,2
13467,1223755,SUR 1,TALCA,LINARES,COBERTURA,COBERTURA,MK,841449,14,60103.5,37897.90848044662,7.0,2
13468,1223770,NORTE 1,ARICA,ARICA,COBERTURA,COBERTURA,PA,1500838,16,93802.375,75935.49072194987,7.0,2
13469,1223773,SANTIAGO,SANTIAGO SUR 1,MACUL,COBERTURA,COBERTURA,AL,682983,9,75887.0,10819.422246589698,7.0,2
13470,1223800,NORTE 1,CALAMA,CALAMA,COBERTURA,COBERTURA,AL,440076,8,55009.5,26631.28792551026,9.333333333333334,2
13471,1223835,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,306569,6,51094.833333333336,27932.36027561342,8.75,23
13472,1223875,NORTE 1,COPIAPO,VALLENAR,COBERTURA,COBERTURA,AL,561621,7,80231.57142857143,39543.370067379365,11.75,11
13473,1223899,SUR 3,TEMUCO NORTE,TEMUCO,COBERTURA,COBERTURA,AL,80210,2,40105.0,3797.16341497176,21.0,37
13474,1223911,SANTIAGO,SANTIAGO PONIENTE 1,SANTIAGO,COBERTURA,COBERTURA,AL,642334,11,58394.0,26052.20450173075,6.222222222222222,2
13475,1223952,NORTE 1,ANTOFAGASTA,ANTOFAGASTA,COBERTURA,COBERTURA,AL,675210,11,61382.72727272727,27988.937032659564,7.0,2
13476,1223967,SUR 1,CURICO,CURICO,COBERTURA,COBERTURA,AL,234174,6,39029.0,12492.787807371098,11.2,2
13477,1223971,NORTE 1,COPIAPO,HUASCO,COBERTURA,COBERTURA,AL,742487,9,82498.55555555556,27497.581939650216,8.0,2
13478,1223982,SUR 1,CURICO,MOLINA,COBERTURA,COBERTURA,AL,147653,8,18456.625,10396.395871887526,12.25,9
13479,1223986,SANTIAGO,SANTIAGO NORTE 1,TILTIL,COBERTURA,COBERTURA,AL,414434,8,51804.25,9904.216861663377,8.0,2
13480,1223989,SANTIAGO,SANTIAGO CENTRO ORIENTE,ÑUÑOA,COBERTURA,COBERTURA,MK,344974,5,68994.8,32993.6856489238,13.333333333333334,18
13481,1224000,SUR 3,TEMUCO NORTE,LUMACO,COBERTURA,COBERTURA,AL,243538,6,40589.666666666664,27081.217259692494,18.666666666666668,2
13482,1224006,SANTIAGO,SANTIAGO NORTE 1,TILTIL,COBERTURA,COBERTURA,AL,173150,3,57716.666666666664,24930.48604286193,24.5,9
13483,1224080,SANTIAGO,SANTIAGO SUR 2,PUENTE ALTO,COBERTURA,COBERTURA,AL,347286,4,86821.5,3547.3259882151606,18.666666666666668,2
13484,1224096,NORTE 2,LA SERENA,LA HIGUERA,COBERTURA,COBERTURA,AL,539116,6,89852.66666666667,75964.9135210899,21.0,16
13485,1224110,NORTE 2,LA SERENA,LA SERENA,COBERTURA,COBERTURA,AL,280058,7,40008.28571428572,14134.21010308306,11.2,2
13486,1224118,SUR 2,CHILLAN,SAN CARLOS,COBERTURA,COBERTURA,AL,702802,12,58566.833333333336,38114.23050117856,7.0,2
13487,1224127,SANTIAGO,SANTIAGO PONIENTE 2,BUIN,COBERTURA,COBERTURA,AL,789093,12,65757.75,22541.61666431468,7.0,2
13488,1224138,SUR 3,PUERTO MONTT,PUERTO MONTT,COBERTURA,COBERTURA,AL,199821,6,33303.5,21363.548832064396,17.5,23
13489,1224156,SANTIAGO,SANTIAGO SUR 1,LA FLORIDA,COBERTURA,COBERTURA,AL,541625,9,60180.555555555555,17314.56140154228,7.714285714285714,4
