Cod Cliente,cluster,cluster_agrupado
1023248,13,Formato chico paté-salame-lácteos
1023275,3,Queso gauda + básicos
1023281,7,Fiambrería tradicional surtida
1023288,10,Sin un comportamiento claro
1023289,8,Charcutería colonial/salchichón
1023313,8,Charcutería colonial/salchichón
1023331,3,Queso gauda + básicos
1023347,7,Fiambrería tradicional surtida
1023375,2,Mortadelas + básicos
1023404,3,Queso gauda + básicos
1023407,6,Charcutería colonial/salchichón
1023415,8,Charcutería colonial/salchichón
1023422,2,Mortadelas + básicos
1023434,6,Charcutería colonial/salchichón
1023445,12,Básica vienesa-paté
1023460,10,Sin un comportamiento claro
1023475,7,Fiambrería tradicional surtida
1023478,1,Salame laminado + básicos
1023537,2,Mortadelas + básicos
1023551,5,Salame chico / comida rápida
1023556,6,Charcutería colonial/salchichón
1023562,6,Charcutería colonial/salchichón
1023573,8,Charcutería colonial/salchichón
1023589,9,Mortadelas + básicos
1023609,7,Fiambrería tradicional surtida
1023614,2,Mortadelas + básicos
1023636,4,Queso gauda + básicos
1023639,4,Queso gauda + básicos
1023649,9,Mortadelas + básicos
1023673,6,Charcutería colonial/salchichón
1023676,2,Mortadelas + básicos
1023679,10,Sin un comportamiento claro
1023682,4,Queso gauda + básicos
1023689,10,Sin un comportamiento claro
1023707,6,Charcutería colonial/salchichón
1023726,5,Salame chico / comida rápida
1023739,4,Queso gauda + básicos
1023761,6,Charcutería colonial/salchichón
1023766,3,Queso gauda + básicos
1023782,10,Sin un comportamiento claro
1023793,2,Mortadelas + básicos
1023799,6,Charcutería colonial/salchichón
1023812,4,Queso gauda + básicos
1023814,2,Mortadelas + básicos
1023843,11,Básica vienesa-paté
1023846,8,Charcutería colonial/salchichón
1023848,3,Queso gauda + básicos
1023854,1,Salame laminado + básicos
1023873,3,Queso gauda + básicos
1023907,6,Charcutería colonial/salchichón
1023922,11,Básica vienesa-paté
1023950,5,Salame chico / comida rápida
1023967,3,Queso gauda + básicos
1023970,4,Queso gauda + básicos
1023998,6,Charcutería colonial/salchichón
1024000,6,Charcutería colonial/salchichón
1024008,9,Mortadelas + básicos
1024009,8,Charcutería colonial/salchichón
1024018,10,Sin un comportamiento claro
1024019,3,Queso gauda + básicos
1024034,11,Básica vienesa-paté
1024037,4,Queso gauda + básicos
1024044,2,Mortadelas + básicos
1024058,6,Charcutería colonial/salchichón
1024070,6,Charcutería colonial/salchichón
1024075,11,Básica vienesa-paté
1024079,8,Charcutería colonial/salchichón
1024080,1,Salame laminado + básicos
1024137,11,Básica vienesa-paté
1024168,4,Queso gauda + básicos
1024176,6,Charcutería colonial/salchichón
1024257,6,Charcutería colonial/salchichón
1024270,6,Charcutería colonial/salchichón
1024282,11,Básica vienesa-paté
1024283,6,Charcutería colonial/salchichón
1024304,5,Salame chico / comida rápida
1024316,1,Salame laminado + básicos
1024339,8,Charcutería colonial/salchichón
1024343,6,Charcutería colonial/salchichón
1024349,6,Charcutería colonial/salchichón
1024405,8,Charcutería colonial/salchichón
1024418,9,Mortadelas + básicos
1024554,3,Queso gauda + básicos
1024589,12,Básica vienesa-paté
1024591,6,Charcutería colonial/salchichón
1024595,6,Charcutería colonial/salchichón
1024626,1,Salame laminado + básicos
1024632,1,Salame laminado + básicos
1024656,2,Mortadelas + básicos
1024690,12,Básica vienesa-paté
1024758,4,Queso gauda + básicos
1024776,2,Mortadelas + básicos
1024785,9,Mortadelas + básicos
1024817,9,Mortadelas + básicos
1024820,7,Fiambrería tradicional surtida
1024827,7,Fiambrería tradicional surtida
1024837,4,Queso gauda + básicos
1024842,1,Salame laminado + básicos
1024849,3,Queso gauda + básicos
1024862,7,Fiambrería tradicional surtida
1024875,2,Mortadelas + básicos
1024880,3,Queso gauda + básicos
1024895,3,Queso gauda + básicos
1024898,12,Básica vienesa-paté
1024901,13,Formato chico paté-salame-lácteos
1024923,3,Queso gauda + básicos
1024927,6,Charcutería colonial/salchichón
1024931,3,Queso gauda + básicos
1024973,3,Queso gauda + básicos
1024997,11,Básica vienesa-paté
1025055,10,Sin un comportamiento claro
1025094,12,Básica vienesa-paté
1025115,9,Mortadelas + básicos
1025135,9,Mortadelas + básicos
1025165,7,Fiambrería tradicional surtida
1025169,5,Salame chico / comida rápida
1025225,8,Charcutería colonial/salchichón
1025227,2,Mortadelas + básicos
1025252,6,Charcutería colonial/salchichón
1025289,11,Básica vienesa-paté
1025310,3,Queso gauda + básicos
1025318,1,Salame laminado + básicos
1025331,6,Charcutería colonial/salchichón
1025334,13,Formato chico paté-salame-lácteos
1025339,6,Charcutería colonial/salchichón
1025370,6,Charcutería colonial/salchichón
1025372,6,Charcutería colonial/salchichón
1025375,1,Salame laminado + básicos
1025386,13,Formato chico paté-salame-lácteos
1025407,6,Charcutería colonial/salchichón
1025429,2,Mortadelas + básicos
1025461,2,Mortadelas + básicos
1025462,10,Sin un comportamiento claro
1025483,12,Básica vienesa-paté
1025521,4,Queso gauda + básicos
1025528,6,Charcutería colonial/salchichón
1025544,6,Charcutería colonial/salchichón
1025577,10,Sin un comportamiento claro
1025579,2,Mortadelas + básicos
1025620,7,Fiambrería tradicional surtida
1025661,2,Mortadelas + básicos
1025667,9,Mortadelas + básicos
1025706,13,Formato chico paté-salame-lácteos
1025759,7,Fiambrería tradicional surtida
1025819,7,Fiambrería tradicional surtida
1025835,5,Salame chico / comida rápida
1025851,10,Sin un comportamiento claro
1025894,9,Mortadelas + básicos
1025971,13,Formato chico paté-salame-lácteos
1025973,8,Charcutería colonial/salchichón
1025975,1,Salame laminado + básicos
1025993,1,Salame laminado + básicos
1025994,3,Queso gauda + básicos
1026023,5,Salame chico / comida rápida
1026028,7,Fiambrería tradicional surtida
1026052,2,Mortadelas + básicos
1026060,2,Mortadelas + básicos
1026076,4,Queso gauda + básicos
1026079,11,Básica vienesa-paté
1026136,1,Salame laminado + básicos
1026138,3,Queso gauda + básicos
1026149,8,Charcutería colonial/salchichón
1026159,7,Fiambrería tradicional surtida
1026187,7,Fiambrería tradicional surtida
1026190,7,Fiambrería tradicional surtida
1026208,11,Básica vienesa-paté
1026210,5,Salame chico / comida rápida
1026241,7,Fiambrería tradicional surtida
1026267,8,Charcutería colonial/salchichón
1026276,2,Mortadelas + básicos
1026279,2,Mortadelas + básicos
1026280,9,Mortadelas + básicos
1026282,8,Charcutería colonial/salchichón
1026295,3,Queso gauda + básicos
1026299,6,Charcutería colonial/salchichón
1026300,4,Queso gauda + básicos
1026321,6,Charcutería colonial/salchichón
1026323,2,Mortadelas + básicos
1026330,2,Mortadelas + básicos
1026337,3,Queso gauda + básicos
1026340,6,Charcutería colonial/salchichón
1026389,7,Fiambrería tradicional surtida
1026395,1,Salame laminado + básicos
1026437,7,Fiambrería tradicional surtida
1026449,11,Básica vienesa-paté
1026495,3,Queso gauda + básicos
1026648,6,Charcutería colonial/salchichón
1026670,6,Charcutería colonial/salchichón
1026703,3,Queso gauda + básicos
1026742,11,Básica vienesa-paté
1026755,3,Queso gauda + básicos
1026768,6,Charcutería colonial/salchichón
1026778,6,Charcutería colonial/salchichón
1026809,6,Charcutería colonial/salchichón
1026819,2,Mortadelas + básicos
1026829,10,Sin un comportamiento claro
1026860,1,Salame laminado + básicos
1026875,9,Mortadelas + básicos
1026892,1,Salame laminado + básicos
1026898,4,Queso gauda + básicos
1026899,9,Mortadelas + básicos
1026909,4,Queso gauda + básicos
1026910,9,Mortadelas + básicos
1026924,3,Queso gauda + básicos
1026936,7,Fiambrería tradicional surtida
1026993,6,Charcutería colonial/salchichón
1027034,6,Charcutería colonial/salchichón
1027041,2,Mortadelas + básicos
1027048,11,Básica vienesa-paté
1027060,6,Charcutería colonial/salchichón
1027064,5,Salame chico / comida rápida
1027082,9,Mortadelas + básicos
1027106,7,Fiambrería tradicional surtida
1027127,9,Mortadelas + básicos
1027131,3,Queso gauda + básicos
1027138,8,Charcutería colonial/salchichón
1027165,2,Mortadelas + básicos
1027170,7,Fiambrería tradicional surtida
1027180,5,Salame chico / comida rápida
1027184,9,Mortadelas + básicos
1027216,5,Salame chico / comida rápida
1027237,1,Salame laminado + básicos
1027245,1,Salame laminado + básicos
1027254,3,Queso gauda + básicos
1027256,5,Salame chico / comida rápida
1027259,2,Mortadelas + básicos
1027267,8,Charcutería colonial/salchichón
1027281,9,Mortadelas + básicos
1027295,4,Queso gauda + básicos
1027314,7,Fiambrería tradicional surtida
1027326,8,Charcutería colonial/salchichón
1027346,7,Fiambrería tradicional surtida
1027347,4,Queso gauda + básicos
1027360,7,Fiambrería tradicional surtida
1027377,2,Mortadelas + básicos
1027387,9,Mortadelas + básicos
1027394,11,Básica vienesa-paté
1027412,10,Sin un comportamiento claro
1027425,2,Mortadelas + básicos
1027436,9,Mortadelas + básicos
1027492,9,Mortadelas + básicos
1027497,7,Fiambrería tradicional surtida
1027498,2,Mortadelas + básicos
1027515,7,Fiambrería tradicional surtida
1027533,9,Mortadelas + básicos
1027542,12,Básica vienesa-paté
1027549,6,Charcutería colonial/salchichón
1027558,3,Queso gauda + básicos
1027568,11,Básica vienesa-paté
1027569,1,Salame laminado + básicos
1027582,3,Queso gauda + básicos
1027588,2,Mortadelas + básicos
1027672,13,Formato chico paté-salame-lácteos
1027676,2,Mortadelas + básicos
1027714,6,Charcutería colonial/salchichón
1027745,2,Mortadelas + básicos
1027772,6,Charcutería colonial/salchichón
1027776,7,Fiambrería tradicional surtida
1027777,3,Queso gauda + básicos
1027793,11,Básica vienesa-paté
1027803,7,Fiambrería tradicional surtida
1027831,11,Básica vienesa-paté
1027842,7,Fiambrería tradicional surtida
1027875,12,Básica vienesa-paté
1027884,9,Mortadelas + básicos
1027922,9,Mortadelas + básicos
1027949,6,Charcutería colonial/salchichón
1027982,12,Básica vienesa-paté
1027983,12,Básica vienesa-paté
1027985,5,Salame chico / comida rápida
1028018,9,Mortadelas + básicos
1028075,9,Mortadelas + básicos
1028084,6,Charcutería colonial/salchichón
1028111,6,Charcutería colonial/salchichón
1028119,3,Queso gauda + básicos
1028120,11,Básica vienesa-paté
1028132,11,Básica vienesa-paté
1028152,6,Charcutería colonial/salchichón
1028164,3,Queso gauda + básicos
1028174,1,Salame laminado + básicos
1028177,6,Charcutería colonial/salchichón
1028178,6,Charcutería colonial/salchichón
1028181,2,Mortadelas + básicos
1028188,10,Sin un comportamiento claro
1028190,9,Mortadelas + básicos
1028201,1,Salame laminado + básicos
1028221,2,Mortadelas + básicos
1028234,2,Mortadelas + básicos
1028256,6,Charcutería colonial/salchichón
1028308,13,Formato chico paté-salame-lácteos
1028316,6,Charcutería colonial/salchichón
1028317,8,Charcutería colonial/salchichón
1028319,9,Mortadelas + básicos
1028339,3,Queso gauda + básicos
1028340,11,Básica vienesa-paté
1028346,7,Fiambrería tradicional surtida
1028350,6,Charcutería colonial/salchichón
1028360,11,Básica vienesa-paté
1028399,2,Mortadelas + básicos
1028403,10,Sin un comportamiento claro
1028420,9,Mortadelas + básicos
1028422,6,Charcutería colonial/salchichón
1028423,9,Mortadelas + básicos
1028438,11,Básica vienesa-paté
1028439,12,Básica vienesa-paté
1028443,6,Charcutería colonial/salchichón
1028453,7,Fiambrería tradicional surtida
1028469,2,Mortadelas + básicos
1028488,8,Charcutería colonial/salchichón
1028501,10,Sin un comportamiento claro
1028505,1,Salame laminado + básicos
1028511,8,Charcutería colonial/salchichón
1028531,6,Charcutería colonial/salchichón
1028540,6,Charcutería colonial/salchichón
1028541,4,Queso gauda + básicos
1028549,7,Fiambrería tradicional surtida
1028555,12,Básica vienesa-paté
1028592,6,Charcutería colonial/salchichón
1028673,6,Charcutería colonial/salchichón
1028674,8,Charcutería colonial/salchichón
1028768,3,Queso gauda + básicos
1028787,6,Charcutería colonial/salchichón
1028801,10,Sin un comportamiento claro
1028837,6,Charcutería colonial/salchichón
1028861,8,Charcutería colonial/salchichón
1028882,13,Formato chico paté-salame-lácteos
1028889,9,Mortadelas + básicos
1028899,1,Salame laminado + básicos
1028910,6,Charcutería colonial/salchichón
1028913,12,Básica vienesa-paté
1028915,9,Mortadelas + básicos
1028925,1,Salame laminado + básicos
1028941,4,Queso gauda + básicos
1028990,7,Fiambrería tradicional surtida
1029021,11,Básica vienesa-paté
1029028,12,Básica vienesa-paté
1029030,9,Mortadelas + básicos
1029033,11,Básica vienesa-paté
1029035,6,Charcutería colonial/salchichón
1029039,1,Salame laminado + básicos
1029077,3,Queso gauda + básicos
1029090,10,Sin un comportamiento claro
1029166,7,Fiambrería tradicional surtida
1029197,11,Básica vienesa-paté
1029214,2,Mortadelas + básicos
1029216,2,Mortadelas + básicos
1029232,4,Queso gauda + básicos
1029242,6,Charcutería colonial/salchichón
1029259,3,Queso gauda + básicos
1029263,3,Queso gauda + básicos
1029332,1,Salame laminado + básicos
1029338,3,Queso gauda + básicos
1029339,3,Queso gauda + básicos
1029354,10,Sin un comportamiento claro
1029372,6,Charcutería colonial/salchichón
1029397,8,Charcutería colonial/salchichón
1029461,9,Mortadelas + básicos
1029479,6,Charcutería colonial/salchichón
1029517,10,Sin un comportamiento claro
1029534,4,Queso gauda + básicos
1029541,11,Básica vienesa-paté
1029545,11,Básica vienesa-paté
1029548,11,Básica vienesa-paté
1029560,10,Sin un comportamiento claro
1029565,9,Mortadelas + básicos
1029587,7,Fiambrería tradicional surtida
1029629,4,Queso gauda + básicos
1029638,10,Sin un comportamiento claro
1029705,11,Básica vienesa-paté
1029710,7,Fiambrería tradicional surtida
1029719,11,Básica vienesa-paté
1029728,7,Fiambrería tradicional surtida
1029740,7,Fiambrería tradicional surtida
1029795,7,Fiambrería tradicional surtida
1029804,2,Mortadelas + básicos
1029805,11,Básica vienesa-paté
1029814,2,Mortadelas + básicos
1029834,9,Mortadelas + básicos
1029841,6,Charcutería colonial/salchichón
1029851,8,Charcutería colonial/salchichón
1029860,8,Charcutería colonial/salchichón
1029865,11,Básica vienesa-paté
1029912,1,Salame laminado + básicos
1029931,6,Charcutería colonial/salchichón
1029946,8,Charcutería colonial/salchichón
1029951,11,Básica vienesa-paté
1029961,3,Queso gauda + básicos
1029970,7,Fiambrería tradicional surtida
1029976,1,Salame laminado + básicos
1030013,8,Charcutería colonial/salchichón
1030015,10,Sin un comportamiento claro
1030025,6,Charcutería colonial/salchichón
1030033,8,Charcutería colonial/salchichón
1030069,12,Básica vienesa-paté
1030073,7,Fiambrería tradicional surtida
1030076,7,Fiambrería tradicional surtida
1030077,7,Fiambrería tradicional surtida
1030083,11,Básica vienesa-paté
1030093,1,Salame laminado + básicos
1030097,6,Charcutería colonial/salchichón
1030113,11,Básica vienesa-paté
1030125,11,Básica vienesa-paté
1030148,1,Salame laminado + básicos
1030149,8,Charcutería colonial/salchichón
1030180,7,Fiambrería tradicional surtida
1030217,2,Mortadelas + básicos
1030219,3,Queso gauda + básicos
1030240,11,Básica vienesa-paté
1030260,9,Mortadelas + básicos
1030271,2,Mortadelas + básicos
1030277,6,Charcutería colonial/salchichón
1030285,1,Salame laminado + básicos
1030288,6,Charcutería colonial/salchichón
1030293,2,Mortadelas + básicos
1030298,11,Básica vienesa-paté
1030305,4,Queso gauda + básicos
1030315,3,Queso gauda + básicos
1030322,6,Charcutería colonial/salchichón
1030328,9,Mortadelas + básicos
1030329,3,Queso gauda + básicos
1030357,2,Mortadelas + básicos
1030382,8,Charcutería colonial/salchichón
1030394,2,Mortadelas + básicos
1030427,10,Sin un comportamiento claro
1030430,6,Charcutería colonial/salchichón
1030438,10,Sin un comportamiento claro
1030448,12,Básica vienesa-paté
1030457,5,Salame chico / comida rápida
1030471,6,Charcutería colonial/salchichón
1030485,3,Queso gauda + básicos
1030487,8,Charcutería colonial/salchichón
